POI-Scenic-List v1.3 update by 2020-06-05 Attribution: heweather.com,,,,,,,,,,,,
POI_ID,POI_Name_EN,景区名称,POI_Latitude,POI_Longitude,Country_code,Country_EN,国家名称,Location_ID,Adm1_EN,一级行政区划(Adm1),Adm2_EN,二级行政区划(Adm2)
10117040101A,Ningxia Guyuan Museum,宁夏固原博物馆,36,106.27,CN,China,中国,101170401,Ningxia,宁夏,Guyuan,固原
10119020113A,Lingshan Giant Buddha,灵山大佛,31.43,120.09,CN,China,中国,101190201,Jiangsu,江苏,Wuxi,无锡
10130030104A,Liuzhou Liyu Peak Scenic Attraction,柳州立鱼峰风景区,24.3,109.4,CN,China,中国,101300301,Guangxi,广西,Liuzhou,柳州
10122130101A,Tongling Tianjing Mountain Scenic Attraction,铜陵天井湖景区,30.94,117.8,CN,China,中国,101221301,Anhui,安徽,Tongling,铜陵
10120010114A,Yifu Museum of China University of Geosciences,中国地质大学逸夫博物馆,30.51,114.4,CN,China,中国,101200101,Hubei,湖北,Wuhan,武汉
10123010106A,Gu Mountain,鼓山,26.05,119.38,CN,China,中国,101230101,Fujian,福建,Fuzhou,福州
10128110501A,Jinshan Hot Spring Holiday Resort,金山温泉度假村,22.12,112.17,CN,China,中国,101281105,Guangdong,广东,Jiangmen,江门
10110060401A,Lingchuan Wang Mang Mountain Scenic Attraction,陵川王莽岭景区,35.69,113.57,CN,China,中国,101100604,Shanxi,山西,Jincheng,晋城
10128100201A,Jizhao Bay,吉兆湾,21.38,110.86,CN,China,中国,101281002,Guangdong,广东,Zhanjiang,湛江
10109060101A,South Gate of Langfang Culture Park,廊坊市文化公园南门,39.55,116.72,CN,China,中国,101090601,Hebei,河北,Langfang,廊坊
10125140401A,Yangming Mountain National Forest Park,阳明山国家森林公园,26.08,111.94,CN,China,中国,101251404,Hunan,湖南,Yongzhou,永州
10109011301A,Zhaozhou Bridge of China,中国赵州桥,37.72,114.8,CN,China,中国,101090113,Hebei,河北,Shijiazhuang,石家庄
10120010111A,Qingliang Village Scenic Attraction,清凉寨风景区,31.29,114.21,CN,China,中国,101200101,Hubei,湖北,Wuhan,武汉
10110010103A,Jin Temple Park,晋祠公园,37.7,112.44,CN,China,中国,101100101,Shanxi,山西,Taiyuan,太原
10109021101A,Baiyangdian Lake,华北明珠白洋淀,38.94,116,CN,China,中国,101090211,Hebei,河北,Baoding,保定
10121050106A,Daxiangling Countryside Leisure Tourist Attraction,大香林乡村休闲旅游区,30.02,120.41,CN,China,中国,101210501,Zhejiang,浙江,Shaoxing,绍兴
10128120401A,Heping County Tian Shang Ren Jian Hot Spring Resort,和平天上人间温泉度假村,24.52,114.94,CN,China,中国,101281204,Guangdong,广东,Heyuan,河源
10121030201A,Ancient Town of Fengjing,枫泾古镇,30.88,121.01,CN,China,中国,101210302,Zhejiang,浙江,Jiaxing,嘉兴
10101110002A,Chinese Culture Garden,中华文化园,39.78,116.29,CN,China,中国,101011100,Beijing,北京,Beijing,北京
10122030402A,Flower Sea and Stone Forest Tourist Attraction of Ya Mountain,丫山花海石林旅游风景区,30.81,118.01,CN,China,中国,101220304,Anhui,安徽,Wuhu,芜湖
10110071001A,Giant Locust Tree Ancestor Memorial Garden,大槐树寻根祭祖园,36.26,111.67,CN,China,中国,101100710,Shanxi,山西,Linfen,临汾
10125060101A,Huayanxi National Forest Park,花岩溪国家森林公园,28.7,111.54,CN,China,中国,101250601,Hunan,湖南,Changde,常德
10115040901A,Sun and Moon Mountain,日月山,36.44,101.09,CN,China,中国,101150409,Qinghai,青海,Hainan,海南
10101120002A,Jinghui Golf Club,京辉高尔夫俱乐部,39.8,116.07,CN,China,中国,101011200,Beijing,北京,Beijing,北京
10119060114A,Slender West Lake Scenic Attraction,瘦西湖风景区,32.4,119.42,CN,China,中国,101190601,Jiangsu,江苏,Yangzhou,扬州
10118020502A,Linzhou Red Flag Channel Tourist Attraction,林州红旗渠游览区,36.35,113.76,CN,China,中国,101180205,Henan,河南,Anyang,安阳
10126020103A,Site of Zunyi Conference,遵义会议会址,27.68,106.91,CN,China,中国,101260201,Guizhou,贵州,Zunyi,遵义
10120140101A,Longquan Park,龙泉公园,31.02,112.19,CN,China,中国,101201401,Hubei,湖北,Jingmen,荆门
10106040502A,Muqing Valley Tourist & Scenic Attraction,牧情谷旅游风景区,43.34,125.41,CN,China,中国,101060405,Jilin,吉林,Siping,四平
10113010109A,Shuimogou Scenic Attraction,水磨沟风景区,43.82,87.65,CN,China,中国,101130101,Xinjiang,新疆,Wulumuqi,乌鲁木齐
10120090109A,Three Gorges Project,三峡工程,30.83,111.01,CN,China,中国,101200901,Hubei,湖北,Yichang,宜昌
10102130009A,Shanghai Science & Technology Museum,上海科技馆,31.21,121.5,CN,China,中国,101021300,Shanghai,上海,Shanghai,上海
10127200301A,Sanxingdui Museum,三星堆博物馆,31,104.22,CN,China,中国,101272003,Sichuan,四川,Deyang,德阳
10123060601A,Binhai Volcano Natural Ecological Tourist Attraction,滨海火山自然生态风景旅游区,24.2,118.02,CN,China,中国,101230606,Fujian,福建,Zhangzhou,漳州
10113050105A,Grape Valley Paradise,葡萄沟游乐园,43.02,89.25,CN,China,中国,101130501,Xinjiang,新疆,Tulufan,吐鲁番
10112150201A,Wulian Mountain Scenic Attraction,五莲山风景区,35.69,119.39,CN,China,中国,101121502,Shandong,山东,Rizhao,日照
10103010019A,Tianjin Water Park,天津水上公园,39.08,117.2,CN,China,中国,101030100,Tianjin,天津,Tianjin,天津
10124090502A,Wugong Mountain National Scenic Attraction,武功山国家级风景名胜区,27.46,114.15,CN,China,中国,101240905,Jiangxi,江西,Pingxiang,萍乡
10101120001A,Hancunhe Tourism Village,韩村河旅游景村,39.59,115.96,CN,China,中国,101011200,Beijing,北京,Beijing,北京
10116140104A,The Great Wall at Jiayu Pass Scenic Attraction,嘉峪关长城文化旅游景区,39.8,98.22,CN,China,中国,101161401,Gansu,甘肃,Jiayuguan,嘉峪关
10101130001A,White Dragon Pool Scenic Attraction,白龙潭风景区,40.49,117.07,CN,China,中国,101011300,Beijing,北京,Beijing,北京
10109021202A,Western Royal Tombs of Qing Dynasty,清西陵,39.35,115.4,CN,China,中国,101090212,Hebei,河北,Baoding,保定
10121050105A,Shen Garden,沈园,29.99,120.59,CN,China,中国,101210501,Zhejiang,浙江,Shaoxing,绍兴
10121050104A,Lu Xun’s Former Residence,鲁迅故里,29.99,120.58,CN,China,中国,101210501,Zhejiang,浙江,Shaoxing,绍兴
10118180103A,Wangwu Mountain,王屋山,35.17,112.27,CN,China,中国,101181801,Henan,河南,Jiyuan,济源
10113120101A,Cold Gully Scenic Attraction of Tianshan Mountains National Forest Park of Kumul,哈密天山国家森林公园寒气沟景区,43.29,93.8,CN,China,中国,101131201,Xinjiang,新疆,Hami,哈密
10112050109A,Horse-Rearing Island Tourist Resort,养马岛旅游度假区,37.45,121.61,CN,China,中国,101120501,Shandong,山东,Yantai,烟台
10121060301A,Dalu Island Scenic Attraction,大鹿岛风景区,28.08,121.4,CN,China,中国,101210603,Zhejiang,浙江,Taizhou,台州
10125020201A,Water-dripping Cave Scenic Attraction,滴水洞景区,27.92,112.46,CN,China,中国,101250202,Hunan,湖南,Xiangtan,湘潭
10104040004A,Shenlong Gorge Scenic Attraction,神龙峡景区,29.03,107,CN,China,中国,101040400,Chongqing,重庆,Chongqing,重庆
10104210003A,Former Residence of Yang Shangkun,杨尚昆旧居,30.21,105.7,CN,China,中国,101042100,Chongqing,重庆,Chongqing,重庆
10118020201A,Youli Castle Ruins,羑里城,35.95,114.35,CN,China,中国,101180202,Henan,河南,Anyang,安阳
10109090201A,Kongshan Baiyun Karst Cave,崆山白云洞,37.45,114.43,CN,China,中国,101090902,Hebei,河北,Xingtai,邢台
10120100103A,Enshi Tusi City,恩施土司城,30.3,109.47,CN,China,中国,101201001,Hubei,湖北,Enshi,恩施
10123011101A,Shizhu Mountain Scenic Attraction,石竹山风景旅游区,25.7,119.29,CN,China,中国,101230111,Fujian,福建,Fuzhou,福州
10118150101A,Shali River Scenic Attraction,沙澧河风景区,33.57,114.03,CN,China,中国,101181501,Henan,河南,Luohe,漯河
10119010112A,Nanjing Qixia Mountain Scenic Attraction,栖霞山风景名胜区,32.14,118.96,CN,China,中国,101190101,Jiangsu,江苏,Nanjing,南京
10106020101A,Songhua Lake National Scenic Attraction,松花湖国家风景名胜区,43.71,126.7,CN,China,中国,101060201,Jilin,吉林,Jilin,吉林
10125030101A,Dajing Scenic Attraction,大京风景名胜区,27.84,113.26,CN,China,中国,101250301,Hunan,湖南,Zhuzhou,株洲
10118030403A,Guanshan National Geopark - Baligou Area,关山国家地质公园八里沟园区,35.59,113.58,CN,China,中国,101180304,Henan,河南,Xinxiang,新乡
10109010601A,Wuyuezhai Scenic Attraction,五岳寨风景区,38.7,113.9,CN,China,中国,101090106,Hebei,河北,Shijiazhuang,石家庄
10101120008A,Yunju Temple,云居寺,39.6,115.77,CN,China,中国,101011200,Beijing,北京,Beijing,北京
10116120801A,Labrang Monastery,拉卜楞寺,35.19,102.5,CN,China,中国,101161208,Gansu,甘肃,Gannan,甘南
10112060201A,Qingzhou Yangtian Mountain National Forest Park,青州仰天山国家森林公园,36.46,118.28,CN,China,中国,101120602,Shandong,山东,Weifang,潍坊
10112030101A,Memorial Hall of Guan Zhong,管仲纪念馆,36.79,118.35,CN,China,中国,101120301,Shandong,山东,Zibo,淄博
10119070101A,Dazong Lake Tourist Resort,大纵湖旅游度假区,33.17,119.82,CN,China,中国,101190701,Jiangsu,江苏,Yancheng,盐城
10112090203A,Former Site of Shandong Provincial Government and 115th Division Headquarters of Eighth Red Army,山东省政府八路军115师司令部旧址,35.33,118.77,CN,China,中国,101120902,Shandong,山东,Linyi,临沂
10109100101A,Congtai Park,丛台公园,36.61,114.49,CN,China,中国,101091001,Hebei,河北,Handan,邯郸
10112060202A,Qingzhou Yunmen Mountain Scenic Attraction,青州云门山风景区,36.64,118.46,CN,China,中国,101120602,Shandong,山东,Weifang,潍坊
10113010107A,Nine Dragon Ecological Garden,九龙生态园,43.76,87.46,CN,China,中国,101130101,Xinjiang,新疆,Wulumuqi,乌鲁木齐
10127050104A,South Gate of Nanchong West Mountain Scenic Attraction,南充西山风景区南门,30.77,106.07,CN,China,中国,101270501,Sichuan,四川,Nanchong,南充
10112080201A,Hesheng Park,和圣园,35.9,117.38,CN,China,中国,101120802,Shandong,山东,Taian,泰安
10125040104A,Shigu Academy,石鼓书院,26.91,112.61,CN,China,中国,101250401,Hunan,湖南,Hengyang,衡阳
10101070008A,Wendu Hot Spring Leisure City,温都水城,40.1,116.37,CN,China,中国,101010700,Beijing,北京,Beijing,北京
10122090101A,Gujing Liquor Culture Garden,古井酒文化博览园,33.99,115.66,CN,China,中国,101220901,Anhui,安徽,Bozhou,亳州
10123070601A,Gaobei Earth Building Complex,高北土楼群,24.66,117,CN,China,中国,101230706,Fujian,福建,Longyan,龙岩
10128140302A,Former Residence of Monk Huineng,六祖惠能故居,22.59,112.21,CN,China,中国,101281403,Guangdong,广东,Yunfu,云浮
10125120601A,Gaoyi Ancient Village,高椅古村,26.95,110.01,CN,China,中国,101251206,Hunan,湖南,Huaihua,怀化
10122030201A,Maren Odd Peaks Scenic Attraction,马仁奇峰风景区,30.97,118.16,CN,China,中国,101220302,Anhui,安徽,Wuhu,芜湖
10101060002A,China’s Militia Weaponry Museum,中国民兵武器装备陈列馆,39.93,116.67,CN,China,中国,101010600,Beijing,北京,Beijing,北京
10119050108A,Hao River Scenic Attraction,濠河风景名胜区,32.02,120.85,CN,China,中国,101190501,Jiangsu,江苏,Nantong,南通
10118060901A,Tangquan Hot Spring,汤泉池,31.69,115.36,CN,China,中国,101180609,Henan,河南,Xinyang,信阳
10115010103A,Mansion of Ma Bufang,马步芳公馆,36.61,101.8,CN,China,中国,101150101,Qinghai,青海,Xining,西宁
10111100301A,Yuhua Palace Scenic Attraction,玉华宫风景区,35.34,108.95,CN,China,中国,101111003,Shaanxi,陕西,Tongchuan,铜川
10110041002A,Ancient City of Pingyao,平遥古城,37.2,112.18,CN,China,中国,101100410,Shanxi,山西,Jinzhong,晋中
10103100002A,Shining Star over Five Continents,星耀五洲,38.9,117.4,CN,China,中国,101031000,Tianjin,天津,Tianjin,天津
10102010003A,Shanghai Jewish Refugees Museum,上海犹太难民纪念馆,31.25,121.5,CN,China,中国,101020100,Shanghai,上海,Shanghai,上海
10111010109A,Tang West Market Cultural Scenic Attraction,大唐西市文化景区,34.24,108.9,CN,China,中国,101110101,Shaanxi,陕西,Xian,西安
10111020801A,Temple of Giant Buddha Scenic Attraction,大佛寺,35.07,107.99,CN,China,中国,101110208,Shaanxi,陕西,Xianyang,咸阳
10119030401A,Baohua Mountain National Forest Park,宝华山国家森林公园,32.13,119.08,CN,China,中国,101190304,Jiangsu,江苏,Zhenjiang,镇江
10119040704A,Ancient Town of Zhouzhuang,周庄古镇游览区,31.11,120.84,CN,China,中国,101190407,Jiangsu,江苏,Suzhou,苏州
10118110401A,Hanguguan Pass Ancient Culture Tourist Attraction,函谷关,35.25,112.97,CN,China,中国,101181104,Henan,河南,Jiaozuo,焦作
10118090901A,Baodu Village Scenic Attraction,抱犊寨景区,33.95,111.34,CN,China,中国,101180909,Henan,河南,Luoyang,洛阳
10115020801A,Xiaqun Temple Forest Park,峡群寺森林公园,36.34,101.92,CN,China,中国,101150208,Qinghai,青海,Haidong,海东
10129040201A,Zhu River Source Scenic Attraction,珠江源风景区,25.89,103.95,CN,China,中国,101290402,Yunnan,云南,Qujing,曲靖
10128030401A,Huizhou Coast Hot Spring Tourist Resort,海滨温泉旅游度假区,22.64,114.8,CN,China,中国,101280304,Guangdong,广东,Huizhou,惠州
10111021101A,Museum of Mao Mausoleum,茂陵博物馆,34.33,108.58,CN,China,中国,101110211,Shaanxi,陕西,Xianyang,咸阳
10122020201A,Bairu Spring Park,白乳泉公园,32.94,117.19,CN,China,中国,101220202,Anhui,安徽,Bengbu,蚌埠
10122080301A,Anhui Balihe Provincial Nature Reserve,八里河省级自然保护区,32.56,116.29,CN,China,中国,101220803,Anhui,安徽,Fuyang,阜阳
10121080902A,Jingning Shexiang Village,畲乡之窗,27.95,119.56,CN,China,中国,101210809,Zhejiang,浙江,Lishui,丽水
10112090701A,Meng Mountain,蒙山,35.56,117.97,CN,China,中国,101120907,Shandong,山东,Linyi,临沂
10112140105A,Ancient City of Tai’erzhuang,台儿庄古城,34.55,117.74,CN,China,中国,101121401,Shandong,山东,Zaozhuang,枣庄
10119050305A,Shuihui Garden,水绘园,32.39,120.56,CN,China,中国,101190503,Jiangsu,江苏,Nantong,南通
10115060103A,Vairocana Temple,文成公主庙,32.89,97.07,CN,China,中国,101150601,Qinghai,青海,Yushu,玉树
10110041004A,Pingyao Confucius Temple Museum,文庙学宫博物院,37.2,112.19,CN,China,中国,101100410,Shanxi,山西,Jinzhong,晋中
10113040202A,Western Gate of Century Park of Hutubi County,世纪园,44.18,86.88,CN,China,中国,101130402,Xinjiang,新疆,Changji,昌吉
10113050102A,Karez Paradise,坎儿井乐园,42.98,89.13,CN,China,中国,101130501,Xinjiang,新疆,Tulufan,吐鲁番
10120050302A,Mancheng Martyrs Cemetery,麻城烈士陵园,31.18,115.02,CN,China,中国,101200503,Hubei,湖北,Huanggang,黄冈
10130010109A,Rural World,乡村大世界,22.86,108.42,CN,China,中国,101300101,Guangxi,广西,Nanning,南宁
10112050701A,Aishan International Hot Spring Resort,艾山温泉国际旅游度假村,37.41,120.82,CN,China,中国,101120507,Shandong,山东,Yantai,烟台
10118050201A,Cemetery of Su Xun,三苏园,34.07,113.09,CN,China,中国,101180502,Henan,河南,Pingdingshan,平顶山
10124080301A,Fuliang Ancient County Government Office,浮梁古县衙,29.36,117.25,CN,China,中国,101240803,Jiangxi,江西,Jingdezhen,景德镇
10119090101A,Qing Yan Garden,清晏园,33.58,119.02,CN,China,中国,101190901,Jiangsu,江苏,Huaian,淮安
10125110108A,Wulingyuan Scenic Attraction,武陵源风景名胜区,29.33,110.48,CN,China,中国,101251101,Hunan,湖南,Zhangjiajie,张家界
10121100101A,Nine Dragon Lake Scenic Attraction,九龙湖风景区,28.82,118.89,CN,China,中国,101211001,Zhejiang,浙江,Quzhou,衢州
10123080102A,Ruiyun Mountain,瑞云山,26.33,117.65,CN,China,中国,101230801,Fujian,福建,Sanming,三明
10122140602A,Tai Chi Cave,太极洞,31.11,119.6,CN,China,中国,101221406,Anhui,安徽,Xuancheng,宣城
10109110107A,Yansai Lake,燕塞湖,40.04,119.68,CN,China,中国,101091101,Hebei,河北,Qinhuangdao,秦皇岛
10127210104A,Qianfo Cliff,千佛崖,32.47,105.84,CN,China,中国,101272101,Sichuan,四川,Guangyuan,广元
10109040203A,Puning Temple,普宁寺,41.01,118,CN,China,中国,101090402,Hebei,河北,Chengde,承德
10124020102A,Lushan Mountain Scenic Attraction,庐山风景区,29.57,115.99,CN,China,中国,101240201,Jiangxi,江西,Jiujiang,九江
10101040001A,Hanshiqiao Wetland Nature Reserve,汉石桥湿地自然保护区,40.12,116.81,CN,China,中国,101010400,Beijing,北京,Beijing,北京
10113061203A,Tianger Island (Silver Beach ) Tourist Attraction,天格尔岛,42.08,87.02,CN,China,中国,101130612,Xinjiang,新疆,Bayinguoleng,巴音郭楞
10127140801A,Emeishan Zhuyeqing Ecological Tea Garden,峨眉山竹叶青生态茗园,29.6,103.5,CN,China,中国,101271408,Sichuan,四川,Emei,峨眉
10123070501A,Site of Gutian Conference,古田会议会址,25.21,116.82,CN,China,中国,101230705,Fujian,福建,Longyan,龙岩
10119040133A,Wangshan Scenic Attraction,旺山景区,31.21,120.55,CN,China,中国,101190401,Jiangsu,江苏,Suzhou,苏州
10120020401A,Water Mirror Mansion,水镜庄风景区,31.76,111.83,CN,China,中国,101200204,Hubei,湖北,Xiangyang,襄阳
10126020102A,Xiang Mountain Temple,湘山寺,27.68,106.92,CN,China,中国,101260201,Guizhou,贵州,Zunyi,遵义
10101050002A,Great Wall at Huanghuacheng,黄花城水长城,40.41,116.31,CN,China,中国,101010500,Beijing,北京,Beijing,北京
10105060201A,Modern Agricultural Sightseeing Area of Nen River Farm,嫩江农场现代农业观光区,49.12,125.74,CN,China,中国,101050602,Heilongjiang,黑龙江,Heihe,黑河
10124071201A,Sanbai Mountain National Scenic Attraction,三百山国家风景名胜区,25,115.45,CN,China,中国,101240712,Jiangxi,江西,Ganzhou,赣州
10128110602A,Fudu Hot Spring Resort,富都温泉度假邨,22.08,112.96,CN,China,中国,101281106,Guangdong,广东,Jiangmen,江门
10119020115A,Wuxi Three Kingdoms City,三国城,31.47,120.23,CN,China,中国,101190201,Jiangsu,江苏,Wuxi,无锡
10124010106A,Nanchang Tianxiang Garden,天香园,28.65,115.95,CN,China,中国,101240101,Jiangxi,江西,Nanchang,南昌
10124050102A,Mingyue Mountain Tianmu Hot Spring Resort,天沐江西明月山温泉度假村,27.69,114.28,CN,China,中国,101240501,Jiangxi,江西,Yichun,宜春
10125140601A,Mausoleum of Emperor Shun,舜帝陵,25.36,111.98,CN,China,中国,101251406,Hunan,湖南,Yongzhou,永州
10119120102A,Fengcheng River Scenic Attraction,凤城河风景区,32.48,119.92,CN,China,中国,101191201,Jiangsu,江苏,Taizhou,泰州
10128140301A,Golden Shuitai Hot Spring,金水台温泉,22.6,112.47,CN,China,中国,101281403,Guangdong,广东,Yunfu,云浮
10111010108A,Cuihua Mountain,翠华山,33.99,109,CN,China,中国,101110101,Shaanxi,陕西,Xian,西安
10118130101A,Shijin Park of Puyang,濮阳世锦园,35.77,114.96,CN,China,中国,101181301,Henan,河南,Puyang,濮阳
10109040601A,Great Wall at Jinshanling,金山岭长城旅游区,40.68,117.24,CN,China,中国,101090406,Hebei,河北,Chengde,承德
10107060104A,Cemetery of Martyrs of the War to Resist U.S. Aggression and Aid Korea of Yuanbao District,元宝区抗美援朝烈士陵园,40.14,124.37,CN,China,中国,101070601,Liaoning,辽宁,Dandong,丹东
10123070201A,Historical and Cultural City of Tingzhou,汀州历史文化名城,25.83,116.35,CN,China,中国,101230702,Fujian,福建,Longyan,龙岩
10128070102A,New Yuanming Palace,圆明新园,22.24,113.53,CN,China,中国,101280701,Guangdong,广东,Zhuhai,珠海
10104060002A,North Gate of Black Valley Ecological Tourist Attraction,黑山谷生态旅游区北门,28.92,107,CN,China,中国,101040600,Chongqing,重庆,Wansheng,万盛
10115010402A,Tar Temple,塔尔寺,36.49,101.56,CN,China,中国,101150104,Qinghai,青海,Xining,西宁
10119010116A,Yuejiang Tower,阅江楼,32.09,118.74,CN,China,中国,101190101,Jiangsu,江苏,Nanjing,南京
10120010106A,Guiyuan Temple,归元禅寺,30.54,114.26,CN,China,中国,101200101,Hubei,湖北,Wuhan,武汉
10130050602A,Guilin Merryland Resort,桂林乐满地主题乐园,25.58,110.67,CN,China,中国,101300506,Guangxi,广西,Guilin,桂林
10107140301A,Great Wall at Jiumenkou,九门口,40.11,119.75,CN,China,中国,101071403,Liaoning,辽宁,Huludao,葫芦岛
10125050701A,Dongjiang Lake,东江湖,25.93,113.26,CN,China,中国,101250507,Hunan,湖南,Chenzhou,郴州
10116080801A,Ancient City of Dunhuang,敦煌古城,40.05,94.52,CN,China,中国,101160808,Gansu,甘肃,Jiuquan,酒泉
10112090703A,Menglianggu Scenic Attraction,孟良崮景区,35.53,118.18,CN,China,中国,101120907,Shandong,山东,Linyi,临沂
10104150001A,Memorial Museum of Comrade Liu Bocheng,刘伯承同志纪念馆,31.18,108.4,CN,China,中国,101041500,Chongqing,重庆,Chongqing,重庆
10119120103A,Wanghai Building Scenic Attraction,望海楼景区,32.48,119.92,CN,China,中国,101191201,Jiangsu,江苏,Taizhou,泰州
10112070502A,Yanzhou Museum,兖州博物馆,35.55,116.83,CN,China,中国,101120705,Shandong,山东,Jining,济宁
10109101601A,Village of Longevity Scenic Attraction,长寿村旅游风景区,36.99,113.83,CN,China,中国,101091016,Hebei,河北,Handan,邯郸
10106050401A,Jilin Big Longwan Lake,大龙湾,42.34,126.39,CN,China,中国,101060504,Jilin,吉林,Tonghua,通化
10119130101A,Xuefeng Park,雪枫公园,33.97,118.29,CN,China,中国,101191301,Jiangsu,江苏,Suqian,宿迁
10121090602A,Valley of God of Longevity,寿仙谷,28.77,119.72,CN,China,中国,101210906,Zhejiang,浙江,Jinhua,金华
10120010116A,Yellow Crane Tower,黄鹤楼,30.54,114.3,CN,China,中国,101200101,Hubei,湖北,Wuhan,武汉
10122140101A,Longquan Karst Cave Scenic Attraction,龙泉洞风景区,30.82,118.99,CN,China,中国,101221401,Anhui,安徽,Xuancheng,宣城
10121050103A,Kuaiji Mountain Tourist Resort,会稽山旅游度假区,29.96,120.59,CN,China,中国,101210501,Zhejiang,浙江,Shaoxing,绍兴
10109110106A,Qinhuangdao Xin’ao Ocean Park,新澳海底世界,39.9,119.56,CN,China,中国,101091101,Hebei,河北,Qinhuangdao,秦皇岛
10118080501A,Jiao Yulu Memorial Hall,焦裕禄纪念园,34.83,114.82,CN,China,中国,101180805,Henan,河南,Kaifeng,开封
10108070102A,Jiuchenggong Tourism Scene,九城宫,39.79,109.8,CN,China,中国,101080701,Neimenggu,内蒙古,Eerduosi,鄂尔多斯
10116070502A,Industrial Park of Qilian Grape Wine Group,祁连葡萄酒业集团工业园,39.31,99.78,CN,China,中国,101160705,Gansu,甘肃,Zhangye,张掖
10119090304A,Tianquanhu Tourist Resort,天泉湖旅游度假区,32.75,118.49,CN,China,中国,101190903,Jiangsu,江苏,Huaian,淮安
10105030201A,Siberian Tiger Park,东北虎林园,44.79,129.11,CN,China,中国,101050302,Heilongjiang,黑龙江,Mudanjiang,牡丹江
10111010114A,Xi’an Qinling Wildlife Park,西安秦岭野生动物园,34.04,108.86,CN,China,中国,101110101,Shaanxi,陕西,Xian,西安
10102010016A,Shanghai Zoo,上海动物园,31.19,121.36,CN,China,中国,101020100,Shanghai,上海,Shanghai,上海
10122010202A,Yuanyi Shuangfeng Lake International Holiday Resort,元一双凤湖国际旅游度假区,32.03,117.26,CN,China,中国,101220102,Anhui,安徽,Hefei,合肥
10119080107A,Pengzu Park,彭祖园,34.24,117.18,CN,China,中国,101190801,Jiangsu,江苏,Xuzhou,徐州
10123050203A,Anxi Qingshui Rock,安溪清水岩,25.12,118.11,CN,China,中国,101230502,Fujian,福建,Quanzhou,泉州
10122080102A,Fuyang Ecological Park,阜阳生态乐园,32.93,115.79,CN,China,中国,101220801,Anhui,安徽,Fuyang,阜阳
10128030403A,Wing Kee Farm Park Resort,永记生态园度假村,23.03,114.7,CN,China,中国,101280304,Guangdong,广东,Huizhou,惠州
10101090003A,Sculpture Garden in Commemoration of the Chinese People’s Anti-Japanese War,中国人民抗日战争纪念雕塑园,39.84,116.22,CN,China,中国,101010900,Beijing,北京,Beijing,北京
10115090101A,Geermu Kunlung Cultural & Tourist Attraction,昆仑文化旅游景区,35.89,94.35,CN,China,中国,101150901,Qinghai,青海,Geermu,格尔木
10118040201A,Huadu International Hot Spring Resort,花都国际温泉度假小镇,34.07,114.06,CN,China,中国,101180402,Henan,河南,Xuchang,许昌
10130110104A,Sanniang Bay International Dolphin Park,三娘湾国际海豚公园,21.62,108.75,CN,China,中国,101301101,Guangxi,广西,Qinzhou,钦州
10123060302A,Fujian Earth Building Scenic Attraction (Nanjing),福建土楼(南靖)景区,24.58,117.06,CN,China,中国,101230603,Fujian,福建,Zhangzhou,漳州
10124020801A,Longgong Karst Cave,龙宫洞,29.69,116.46,CN,China,中国,101240208,Jiangxi,江西,Jiujiang,九江
10120110602A,Savage Valley Scenic Attraction,野人谷风景区,31.88,110.7,CN,China,中国,101201106,Hubei,湖北,Shiyan,十堰
10128140303A,Jinshuitai Hot Spring Scenic Attraction of Yunfu City,云浮市金水台温泉景区,22.6,112.47,CN,China,中国,101281403,Guangdong,广东,Yunfu,云浮
10112060901A,Wei River Park,潍河公园,36.02,119.4,CN,China,中国,101120609,Shandong,山东,Weifang,潍坊
10104210001A,Residence of the Yang Family,杨氏民宅,30.21,105.7,CN,China,中国,101042100,Chongqing,重庆,Chongqing,重庆
10129050602A,Ancient County of Heshun,和顺古镇,25.01,98.45,CN,China,中国,101290506,Yunnan,云南,Baoshan,保山
10124070102A,Tongtian Rock Tourist & Scenic Attraction,通天岩旅游风景区,25.91,114.9,CN,China,中国,101240701,Jiangxi,江西,Ganzhou,赣州
10118070401A,Shanxi and Shaanxi Guild Hall of Sheqi,南阳社旗山陕会馆,33.05,112.94,CN,China,中国,101180704,Henan,河南,Nanyang,南阳
10125120801A,Memorial Hall of Teng Daiyuan,滕代远纪念馆,27.86,109.8,CN,China,中国,101251208,Hunan,湖南,Huaihua,怀化
10112130201A,Tianmu Hot Spring,天沐温泉,37.07,122.07,CN,China,中国,101121302,Shandong,山东,Weihai,威海
10122100107A,Emerald Valley,翡翠谷,30.1,118.22,CN,China,中国,101221001,Anhui,安徽,Huangshan,黄山
10113010105A,Salk Lake Floating Paradise,达坂城·盐湖浮乐园,43.39,88.14,CN,China,中国,101130101,Xinjiang,新疆,Wulumuqi,乌鲁木齐
10105080101A,Liangshui River National Nature Reserve,凉水国家级保护区,47.14,128.86,CN,China,中国,101050801,Heilongjiang,黑龙江,Yichun,伊春
10112170102A,Liaocheng Botanical Garden,聊城植物园,36.39,115.96,CN,China,中国,101121701,Shandong,山东,Liaocheng,聊城
10130060101A,Longmu Temple,龙母庙,23.48,111.31,CN,China,中国,101300601,Guangxi,广西,Wuzhou,梧州
10112130104A,Liugong Island Scenic Attraction,刘公岛风景名胜区,37.5,122.18,CN,China,中国,101121301,Shandong,山东,Weihai,威海
