POI-Scenic-List v1.3 update by 2020-06-05 Attribution: heweather.com,,,,,,,,,,,,
POI_ID,POI_Name_EN,景区名称,POI_Latitude,POI_Longitude,Country_code,Country_EN,国家名称,Location_ID,Adm1_EN,一级行政区划(Adm1),Adm2_EN,二级行政区划(Adm2)
10103080001A,Tianjin Binhai Aircraft Park,天津滨海航母主题公园,39.15,117.8,CN,China,中国,101030800,Tianjin,天津,Tianjin,天津
10118040202A,Central Plains Flowers and Seedlings Expo Park,中原花木博览园,34.09,114.15,CN,China,中国,101180402,Henan,河南,Xuchang,许昌
10127020401A,Gesala Ecological Tourist Attraction,格萨拉生态旅游区,27.16,101.26,CN,China,中国,101270204,Sichuan,四川,Panzhihua,攀枝花
10119050106A,Nantong Langshan Scenic Attraction,南通狼山风景名胜区,31.95,120.88,CN,China,中国,101190501,Jiangsu,江苏,Nantong,南通
10107090101A,Pu’an Temple on Haitang Mountain,海棠山普安寺,41.93,121.85,CN,China,中国,101070901,Liaoning,辽宁,Fuxin,阜新
10120050402A,Bodao Peak Scenic Attraction of Dabie Mountain in Luotian,罗田大别山薄刀峰风景区,31.1,115.56,CN,China,中国,101200504,Hubei,湖北,Huanggang,黄冈
10103010003A,Astor Hotel,利顺德大饭店,39.12,117.2,CN,China,中国,101030100,Tianjin,天津,Tianjin,天津
10127140806A,Wannian Temple Entrance of Emei Mountain Tourist Attraction,峨眉山旅游风景区万年寺入口,29.59,103.37,CN,China,中国,101271408,Sichuan,四川,Emei,峨眉
10120010109A,Mo Mountain Scenic Attraction,磨山景区,30.55,114.41,CN,China,中国,101200101,Hubei,湖北,Wuhan,武汉
10123050401A,Dongxi Grand Canyon,东溪大峡谷,25.42,118.13,CN,China,中国,101230504,Fujian,福建,Quanzhou,泉州
10101010013A,Beijing Shicha Lake,什刹海,39.94,116.38,CN,China,中国,101010100,Beijing,北京,Beijing,北京
10120060301A,Cemetery of Revolutionary Martyrs of Border Area of Hunan,湘鄂赣边区鄂东南革命烈士陵园,29.84,115.21,CN,China,中国,101200603,Hubei,湖北,Huangshi,黄石
10111030004A,Yan’an Revolution Memorial Hall,延安革命纪念馆,36.6,109.47,CN,China,中国,101110300,Shaanxi,陕西,Yanan,延安
10127040501A,Qiqu Mountain Scenic Attraction,七曲山风景区,31.69,105.19,CN,China,中国,101270405,Sichuan,四川,Mianyang,绵阳
10109110109A,Ancient City of Shanhaiguan Pass,山海关古城,40,119.75,CN,China,中国,101091101,Hebei,河北,Qinhuangdao,秦皇岛
10118120301A,Yunmeng Mountain Scenic Attraction,云梦山风景区,35.61,114.09,CN,China,中国,101181203,Henan,河南,Hebi,鹤壁
10105040101A,Shuiyuan Mountain Park,水源山公园,46.79,130.38,CN,China,中国,101050401,Heilongjiang,黑龙江,Jiamusi,佳木斯
10125110303A,Wanfu Hot Spring,万福温泉,29.41,111.17,CN,China,中国,101251103,Hunan,湖南,Zhangjiajie,张家界
10112010102A,Waterfall Gorge Tourist Attraction,水帘峡风景区,36.41,117.22,CN,China,中国,101120101,Shandong,山东,Jinan,济南
10106010107A,Jinyuetan National Forest Park,净月潭国家森林公园,43.78,125.47,CN,China,中国,101060101,Jilin,吉林,Changchun,长春
10123090501A,Wuyi Mountain Scenic Attraction,武夷山风景区,27.62,117.97,CN,China,中国,101230905,Fujian,福建,Nanping,南平
10101100002A,Beijing Shijingshan Amusement Park,北京石景山游乐园,39.91,116.2,CN,China,中国,101011000,Beijing,北京,Beijing,北京
10126030101A,Dragon Palace Scenic Attraction,龙宫风景名胜区,26.09,105.88,CN,China,中国,101260301,Guizhou,贵州,Anshun,安顺
10107130101A,Bubin Park,湖滨公园,41.18,122.02,CN,China,中国,101071301,Liaoning,辽宁,Panjin,盘锦
10129010104A,Kunming Golden Hall Scenic Attraction,金殿风景名胜区,25.08,102.77,CN,China,中国,101290101,Yunnan,云南,Kunming,昆明
10101090005A,Beijing Nangong Tourist Attractions,北京南宫旅游景区,39.79,116.15,CN,China,中国,101010900,Beijing,北京,Beijing,北京
10130010107A,Nanning Zoo,南宁动物园,22.83,108.26,CN,China,中国,101300101,Guangxi,广西,Nanning,南宁
10112160104A,Laiwu Campaign Memorial Hall,莱芜战役纪念馆,36.21,117.69,CN,China,中国,101121601,Shandong,山东,Laiwu,莱芜
10128060104A,Xianhu Botanical Garden,仙湖植物园,22.57,114.17,CN,China,中国,101280601,Guangdong,广东,Shenzhen,深圳
10127190501A,Huanglong Scenic Attraction,黄龙风景区,32.74,103.82,CN,China,中国,101271905,Sichuan,四川,Aba,阿坝
10104180001A,Chongchiba Scenic Attraction,红池坝风景区,31.54,109.1,CN,China,中国,101041800,Chongqing,重庆,Chongqing,重庆
10101010007A,Beiijng Confucius Temple,北京孔庙,39.94,116.41,CN,China,中国,101010100,Beijing,北京,Beijing,北京
10112071103A,Yi Mountain Scenic Attraction of Zoucheng,邹城市峄山风景名胜区,35.31,117.02,CN,China,中国,101120711,Shandong,山东,Jining,济宁
10104250001A,Huangshui Medical Plants Garden,黄水药用植物园,30.22,108.4,CN,China,中国,101042500,Chongqing,重庆,Chongqing,重庆
10122030401A,Dapu Countryside World,大浦乡村世界,31.1,118.41,CN,China,中国,101220304,Anhui,安徽,Wuhu,芜湖
10122010107A,Lord Bao Park of China,中国包公园,31.85,117.29,CN,China,中国,101220101,Anhui,安徽,Hefei,合肥
10121060101A,Taizhou Ocean World,台州海洋世界,28.66,121.41,CN,China,中国,101210601,Zhejiang,浙江,Taizhou,台州
10102010004A,Lyceum Theatre,兰心戏院旧址,31.24,121.48,CN,China,中国,101020100,Shanghai,上海,Shanghai,上海
10104010011A,Chongqing Zoo,重庆动物园,29.5,106.5,CN,China,中国,101040100,Chongqing,重庆,Chongqing,重庆
10127110101A,Ancient Town of Lizhuang,李庄古镇,28.8,104.8,CN,China,中国,101271101,Sichuan,四川,Yibin,宜宾
10121070704A,Yandang Mountain Scenic Attraction,雁荡山风景名胜区,28.38,121.07,CN,China,中国,101210707,Zhejiang,浙江,Wenzhou,温州
10127181701A,Yading,稻城亚丁,28.53,100.31,CN,China,中国,101271817,Sichuan,四川,Ganzi,甘孜
10122010301A,Former Site of Staff Section of General Front Committee of Crossing-the-Yangtze River Campaign,渡江战役总前委参谋处旧址,31.84,117.45,CN,China,中国,101220103,Anhui,安徽,Hefei,合肥
10125070002A,Rural Tourism Area of the Town of Flower of Yiyang City,益阳市花乡农家乐景区,28.58,112.27,CN,China,中国,101250700,Hunan,湖南,Yiyang,益阳
10120090701A,Yuquan Scenic Attraction of Dangyang,当阳玉泉风景区,30.78,111.69,CN,China,中国,101200907,Hubei,湖北,Yichang,宜昌
10119100401A,Dayi Mountain Scenic Attraction,大伊山风景区,34.3,119.24,CN,China,中国,101191004,Jiangsu,江苏,Lianyungang,连云港
10124060102A,Ancient Village of Meibei,渼陂古村,26.93,115.12,CN,China,中国,101240601,Jiangxi,江西,Jian,吉安
10106010105A,Lotus Mountain Ski Resort,莲花山滑雪场,43.85,125.74,CN,China,中国,101060101,Jilin,吉林,Changchun,长春
10119020116A,Wuxi Water Margin City,水浒城,31.48,120.23,CN,China,中国,101190201,Jiangsu,江苏,Wuxi,无锡
10122020202A,Hequan Farm,禾泉农庄,32.92,117.23,CN,China,中国,101220202,Anhui,安徽,Bengbu,蚌埠
10127161001A,Sea-viewing Bay,观海湾,27.8,102.29,CN,China,中国,101271610,Sichuan,四川,Liangshan,凉山
10125090201A,Gaozhou Hot Spring Resort,高洲温泉度假村,27.6,110.94,CN,China,中国,101250902,Hunan,湖南,Shaoyang,邵阳
10129010108A,Zhonghao-Luosiwan International Trade City,中豪·螺蛳湾国际商贸城,24.93,102.77,CN,China,中国,101290101,Yunnan,云南,Kunming,昆明
10112150103A,Bamboo Garden Tourist Attraction,竹洞天风景区,35.41,119.37,CN,China,中国,101121501,Shandong,山东,Rizhao,日照
10119020202A,Jiangyin Binjiang Fortress Tourist Attraction,江阴滨江要塞旅游区,31.92,120.27,CN,China,中国,101190202,Jiangsu,江苏,Wuxi,无锡
10124080201A,Hongyan Fairyland,洪岩仙境,29.04,117.47,CN,China,中国,101240802,Jiangxi,江西,Jingdezhen,景德镇
10103010021A,Tianjin Ancient Culture Street Scenic Attraction,天津市古文化街旅游区,39.14,117.2,CN,China,中国,101030100,Tianjin,天津,Tianjin,天津
10122010106A,Taimeng Hui Garden Hotel,泰盟徽园酒店,31.85,117.29,CN,China,中国,101220101,Anhui,安徽,Hefei,合肥
10115060102A,Jiana Mani Stone Mound,加那嘛呢,33.01,97.05,CN,China,中国,101150601,Qinghai,青海,Yushu,玉树
10112120502A,Sun-Tzu Cultural Tourist Zone of Guangrao,广饶孙子文化旅游区,37.04,118.45,CN,China,中国,101121205,Shandong,山东,Dongying,东营
10119050701A,Gold Beach Scenic Attraction,黄金海滩风景区,31.75,121.92,CN,China,中国,101190507,Jiangsu,江苏,Nantong,南通
10123060306A,Tianluokeng Earth Building Complex,田螺坑土楼群,24.58,117.06,CN,China,中国,101230603,Fujian,福建,Zhangzhou,漳州
10123080401A,Dajin Lake,大金湖,26.9,117.07,CN,China,中国,101230804,Fujian,福建,Sanming,三明
10119110103A,Changzhou Hongmei Park,红梅公园,31.77,119.97,CN,China,中国,101191101,Jiangsu,江苏,Changzhou,常州
10129130201A,Meili Snow Mountain Scenic Attraction,梅里雪山景区,28.46,98.82,CN,China,中国,101291302,Yunnan,云南,Diqing,迪庆
10107100101A,Guangyou Temple,广佑寺,41.27,123.17,CN,China,中国,101071001,Liaoning,辽宁,Liaoyang,辽阳
10121050102A,Shaoxing East Lake Scenic Attraction,东湖景区,30,120.63,CN,China,中国,101210501,Zhejiang,浙江,Shaoxing,绍兴
10125050201A,Ancient Yangshan Village Tourist Attraction,阳山古村旅游区,25.69,112.82,CN,China,中国,101250502,Hunan,湖南,Chenzhou,郴州
10120080101A,Ancient City of Jinzhou Historical & Cultural Tourist Attraction,荆州古城历史文化旅游区,30.34,112.21,CN,China,中国,101200801,Hubei,湖北,Jingzhou,荆州
10130050118A,Solitary Beauty Peak - Prince City Scenic Attraction,独秀峰·王城景区,25.28,110.29,CN,China,中国,101300501,Guangxi,广西,Guilin,桂林
10118060101A,Jigong Mountain National Scenic Attraction,鸡公山国家级风景名胜区,31.82,114.06,CN,China,中国,101180601,Henan,河南,Xinyang,信阳
10101090006A,Jietai Temple,戒台寺,39.86,116.08,CN,China,中国,101010900,Beijing,北京,Beijing,北京
10116030101A,Willow Lake,柳湖,35.54,106.67,CN,China,中国,101160301,Gansu,甘肃,Pingliang,平凉
10101120004A,Fairy Dwelling Karst Cave,仙栖洞,39.65,115.75,CN,China,中国,101011200,Beijing,北京,Beijing,北京
10128160102A,Dongguan Science & Technology Museum,东莞市科学技术博物馆,23,113.74,CN,China,中国,101281601,Guangdong,广东,Dongguan,东莞
10115050501A,Nianbaoyuze Scenic Attraction,年保玉则景区,33.39,101.1,CN,China,中国,101150505,Qinghai,青海,Guoluo,果洛
10109010302A,Longxing Temple of Zhengding,正定隆兴寺,38.14,114.6,CN,China,中国,101090103,Hebei,河北,Shijiazhuang,石家庄
10128130803A,Ancient Xuanzhen Cave Ecotourism Area,玄真古洞生态旅游度假区,23.74,113.01,CN,China,中国,101281308,Guangdong,广东,Qingyuan,清远
10125030502A,Yunyang National Forest Park,云阳国家森林公园,26.79,113.51,CN,China,中国,101250305,Hunan,湖南,Zhuzhou,株洲
10125150101A,North Gate of Qianzhou Ancient City,乾州古城北城门,28.25,109.69,CN,China,中国,101251501,Hunan,湖南,Xiangxi,湘西
10125010110A,Former Residence of Yang Kaihui,杨开慧故居,28.58,113.21,CN,China,中国,101250101,Hunan,湖南,Changsha,长沙
10124060801A,Jingangshan Scenic Attraction,井冈山风景区,26.58,114.16,CN,China,中国,101240608,Jiangxi,江西,Jian,吉安
10123020110A,Xiamen Botanic Garden,厦门园林植物园,24.44,118.12,CN,China,中国,101230201,Fujian,福建,Xiamen,厦门
10122120101A,Huaibei Museum,淮北市博物馆,33.95,116.79,CN,China,中国,101221201,Anhui,安徽,Huaibei,淮北
10110030101A,Pingmei Scenic Attraction of Xiaohe Ancient Village,小河古村评梅景区,37.84,113.64,CN,China,中国,101100301,Shanxi,山西,Yangquan,阳泉
10118030402A,Huilong Scenic Attraction,回龙景区,35.58,113.6,CN,China,中国,101180304,Henan,河南,Xinxiang,新乡
10120050501A,Tohuachong Scenic Attraction,桃花冲风景区,30.98,116.02,CN,China,中国,101200505,Hubei,湖北,Huanggang,黄冈
10128130602A,Dragon Bay Natural Hot Spring Resort,聚龙湾天然温泉度假村,23.74,113.48,CN,China,中国,101281306,Guangdong,广东,Qingyuan,清远
10129130104A,Blue Moon Valley Scenic Attraction,蓝月山谷景区,27.79,99.62,CN,China,中国,101291301,Yunnan,云南,Diqing,迪庆
10105110201A,Museum of Hutou Fortress Site in the Japanese Invasion of China,侵华日军虎头要塞遗址博物馆,45.99,133.67,CN,China,中国,101051102,Heilongjiang,黑龙江,Jixi,鸡西
10112170103A,Dongchang Lake Scenic Attraction,东昌湖风景区,36.45,115.95,CN,China,中国,101121701,Shandong,山东,Liaocheng,聊城
10120090801A,Qingjiang Gallery,清江画廊,30.46,111.14,CN,China,中国,101200908,Hubei,湖北,Yichang,宜昌
10109011106A,Tiangui Mountain,天桂山,38.25,113.7,CN,China,中国,101090111,Hebei,河北,Shijiazhuang,石家庄
10101070005A,Great Wall at Juyongguan Pass,居庸关长城,40.28,116.07,CN,China,中国,101010700,Beijing,北京,Beijing,北京
10108100701A,Huhenuoer Tourist Attraction,呼和诺尔旅游景区,49.27,119.2,CN,China,中国,101081007,Neimenggu,内蒙古,Hulunbeier,呼伦贝尔
10130090601A,Lufeng Mountain Scenic Attraction,鹿峰山风景区,22.6,109.75,CN,China,中国,101300906,Guangxi,广西,Yulin,玉林
10125120701A,Longdi River Rafting,龙底漂流,26.3,109.98,CN,China,中国,101251207,Hunan,湖南,Huaihua,怀化
10128090102A,Star Lake Scenic Attraction of Zhaoqing,肇庆星湖风景名胜区,23.05,112.46,CN,China,中国,101280901,Guangdong,广东,Zhaoqing,肇庆
10123010101A,Mawei Shipyard Culture Scenic Attraction,船政文化景区,25.98,119.45,CN,China,中国,101230101,Fujian,福建,Fuzhou,福州
10101150006A,Qinglong Mountain Tourist Attraction,青龙山旅游区,40.07,117.14,CN,China,中国,101011500,Beijing,北京,Beijing,北京
10127010108A,Du Fu Thatched Cottage,杜甫草堂,30.65,104.02,CN,China,中国,101270101,Sichuan,四川,Chengdu,成都
10112010103A,Baotu Spring Park,趵突泉公园,36.66,117.01,CN,China,中国,101120101,Shandong,山东,Jinan,济南
10124080102A,Deyu Ecological Garden,得雨生态园,29.24,117.15,CN,China,中国,101240801,Jiangxi,江西,Jingdezhen,景德镇
10118110201A,Yuntai Mountain,云台山,35.42,113.42,CN,China,中国,101181102,Henan,河南,Jiaozuo,焦作
10130110102A,Former Residence of Fengzicai,冯子材故居,21.98,108.62,CN,China,中国,101301101,Guangxi,广西,Qinzhou,钦州
10119040129A,Jinji Lake Scenic Attraction,金鸡湖景区,31.31,120.69,CN,China,中国,101190401,Jiangsu,江苏,Suzhou,苏州
10124030302A,Wolong Valley,大鄣山卧龙谷,29.51,117.75,CN,China,中国,101240303,Jiangxi,江西,Shangrao,上饶
10130040402A,Guxiang Hot Spring,古象温泉,23.97,109.75,CN,China,中国,101300404,Guangxi,广西,Laibin,来宾
10119080104A,Horse-Training Terrace,戏马台,34.25,117.18,CN,China,中国,101190801,Jiangsu,江苏,Xuzhou,徐州
10118030102A,Jinghua Garden,京华园,35.19,113.78,CN,China,中国,101180301,Henan,河南,Xinxiang,新乡
10112020130A,Beijiushui Scenic Attraction,北九水,36.21,120.59,CN,China,中国,101120201,Shandong,山东,Qingdao,青岛
10122140503A,Tai Chi Lake Village Scenic Attraction,太极湖村景区,30.11,118.7,CN,China,中国,101221405,Anhui,安徽,Xuancheng,宣城
10113140101A,Hualin Park,桦林公园,47.86,88.12,CN,China,中国,101131401,Xinjiang,新疆,Aletai,阿勒泰
10113010111A,Xinjiang Folk Street Museum,新疆民街民俗博物馆,43.78,87.61,CN,China,中国,101130101,Xinjiang,新疆,Wulumuqi,乌鲁木齐
10130101001A,Dashiwei Tiankeng Complex Scenic Attraction,大石围天坑群景区,24.81,106.45,CN,China,中国,101301010,Guangxi,广西,Baise,百色
10121070502A,Zhailiao Stream Scenic Attraction,寨寮溪风景区,27.76,120.29,CN,China,中国,101210705,Zhejiang,浙江,Wenzhou,温州
10118170101A,Sanmenxia Gorge Dam Scenic Attraction,三门峡大坝风景区,34.82,111.34,CN,China,中国,101181701,Henan,河南,Sanmenxia,三门峡
10101080006A,Shuiguan Great Wall at Badaling,八达岭水关长城,40.33,116.03,CN,China,中国,101010800,Beijing,北京,Beijing,北京
10105080105A,Wuying National Forest Park of Yichun,伊春五营国家森林公园,48.23,129.21,CN,China,中国,101050801,Heilongjiang,黑龙江,Yichun,伊春
10110030201A,Cangshan Tourist Attraction,藏山旅游风景区,38.22,113.36,CN,China,中国,101100302,Shanxi,山西,Yangquan,阳泉
10112100101A,Caozhou Peony Garden,曹州牡丹园,35.27,115.49,CN,China,中国,101121001,Shandong,山东,Heze,菏泽
10130030701A,Bei River Tourist Attraction,贝江旅游景区,25.13,109.2,CN,China,中国,101300307,Guangxi,广西,Liuzhou,柳州
10123060305A,Taxia Earth Building Complex,塔下土楼群,24.6,117.04,CN,China,中国,101230603,Fujian,福建,Zhangzhou,漳州
10125060301A,Taohuayuan Scenic Attraction,桃花源风景区,28.79,111.44,CN,China,中国,101250603,Hunan,湖南,Changde,常德
10104260001A,Loquat Orchard of Drunk Garden,天醉园枇杷山庄,29.7,105.7,CN,China,中国,101042600,Chongqing,重庆,Chongqing,重庆
10112170301A,Jingyang Ridge Tourist Attraction of Yanggu,阳谷景阳冈旅游区,36.08,115.97,CN,China,中国,101121703,Shandong,山东,Liaocheng,聊城
10113060301A,Village of Lop Nur People,罗布人村寨,41.05,86.11,CN,China,中国,101130603,Xinjiang,新疆,Bayinguoleng,巴音郭楞
10129070201A,Luchong Scenic Attraction,禄充风景区,24.55,102.84,CN,China,中国,101290702,Yunnan,云南,Yuxi,玉溪
10118130102A,Qicheng Cultural Relics Scenic Attraction,戚城文物景区,35.75,115.03,CN,China,中国,101181301,Henan,河南,Puyang,濮阳
10104070005A,Middle Gate of Bayu Folk Culture Village of Chongqing,重庆巴渝民俗文化村中门,29.71,106.6,CN,China,中国,101040700,Chongqing,重庆,Chongqing,重庆
10127050702A,Ancient City of Langzhong,阆中古城,31.57,105.97,CN,China,中国,101270507,Sichuan,四川,Nanchong,南充
10122170103A,Jiuhua Mountain Qiupu Scenic Attraction,九华秋浦胜境风景区,30.36,117.36,CN,China,中国,101221701,Anhui,安徽,Chizhou,池州
10101070010A,Silver Mountain Pagoda Forest Scenic Attraction,银山塔林风景区,40.32,116.32,CN,China,中国,101010700,Beijing,北京,Beijing,北京
10121050201A,Hometown of Xishi Scenic Attraction,西施故里风景区,29.69,120.23,CN,China,中国,101210502,Zhejiang,浙江,Shaoxing,绍兴
10101070012A,Royal Mausoleum of Ming,明十三陵,40.24,116.22,CN,China,中国,101010700,Beijing,北京,Beijing,北京
10123080402A,Taining Scenic Attraction,泰宁风景旅游区,26.86,117.1,CN,China,中国,101230804,Fujian,福建,Sanming,三明
10113140104A,Five Fingers Spring Scenic Attraction,五指泉风景区,47.79,88.38,CN,China,中国,101131401,Xinjiang,新疆,Aletai,阿勒泰
10110020701A,Heng Mountain,北岳恒山,39.66,113.73,CN,China,中国,101100207,Shanxi,山西,Datong,大同
10127190801A,Mount Siguniang Scenic Attraction of Xiaojin,小金四姑娘山风景区,30.99,102.84,CN,China,中国,101271908,Sichuan,四川,Aba,阿坝
10127050102A,Memorial Hall of Zhang Lan,张澜纪念馆,30.78,106.07,CN,China,中国,101270501,Sichuan,四川,Nanchong,南充
10118010103A,Golden Heron and Ostrich Amusement Park,金鹭鸵鸟游乐园,34.67,113.79,CN,China,中国,101180101,Henan,河南,Zhengzhou,郑州
10105120101A,General Rock Mountain Villa,将军石山庄,47.23,130.11,CN,China,中国,101051201,Heilongjiang,黑龙江,Hegang,鹤岗
10128110502A,Jinjiang Hot Spring,锦江温泉,22.31,112.23,CN,China,中国,101281105,Guangdong,广东,Jiangmen,江门
10128010109A,Chimelong Tourist Resort,长隆旅游度假区,23,113.33,CN,China,中国,101280101,Guangdong,广东,Guangzhou,广州
10120030101A,Liangzi Island Ecological Tourist Attraction,地龙梁子岛生态旅游区,30.25,114.57,CN,China,中国,101200301,Hubei,湖北,Ezhou,鄂州
10127140101A,Eastern Buddha Town,东方佛都,29.53,103.77,CN,China,中国,101271401,Sichuan,四川,Leshan,乐山
10127100102A,Luzhou Liquor Scenic Attraction,泸州老窖旅游区,28.88,105.45,CN,China,中国,101271001,Sichuan,四川,Luzhou,泸州
10107060301A,Huangyi Mountain Park,黄椅山公园,40.73,124.75,CN,China,中国,101070603,Liaoning,辽宁,Dandong,丹东
10118170401A,Western Henan Grand Canyon,豫西大峡谷,34.24,111.14,CN,China,中国,101181704,Henan,河南,Sanmenxia,三门峡
10122170502A,Xianyu Mountain,仙寓山,30.06,117.35,CN,China,中国,101221705,Anhui,安徽,Chizhou,池州
10125060102A,Liuye Lake Tourist Resort,柳叶湖旅游度假区,29.05,111.73,CN,China,中国,101250601,Hunan,湖南,Changde,常德
10108101001A,Border Gate in Manzhouli Scenic Attraction,国门景区,49.62,117.4,CN,China,中国,101081010,Neimenggu,内蒙古,Hulunbeier,呼伦贝尔
10121080204A,Suichang Gold National Mine Park,遂昌金矿国家矿山公园,28.61,119.42,CN,China,中国,101210802,Zhejiang,浙江,Lishui,丽水
10123081001A,Yong’an Taoyuan Cave,桃源洞,26.02,117.42,CN,China,中国,101230810,Fujian,福建,Sanming,三明
10124080103A,Jingdezhen Ancient Kiln Folk Customs Museum,景德镇古窑民俗博览区,29.28,117.18,CN,China,中国,101240801,Jiangxi,江西,Jingdezhen,景德镇
10120010110A,Mulan Great Lake,木兰天池,31.17,114.28,CN,China,中国,101200101,Hubei,湖北,Wuhan,武汉
10102010008A,Lujiazui Central Green,陆家嘴中心绿地,31.23,121.5,CN,China,中国,101020100,Shanghai,上海,Shanghai,上海
10127140103A,Ebony Treasure Art Museum,乌木博物苑,29.58,103.65,CN,China,中国,101271401,Sichuan,四川,Leshan,乐山
10101030011A,Beijing Olympic Park,北京奥林匹克公园,39.99,116.39,CN,China,中国,101010300,Beijing,北京,Beijing,北京
10113110702A,Dongdatang Gully Tourist Attraction,东大塘风景旅游区,43.89,85.66,CN,China,中国,101131107,Xinjiang,新疆,Tacheng,塔城
10113030102A,Museum of Xinjiang Production and Construction Corps,新疆兵团军垦博物馆,44.3,86.03,CN,China,中国,101130301,Xinjiang,新疆,Shihezi,石河子
10101050008A,Yanqi Lake,雁栖湖,40.39,116.67,CN,China,中国,101010500,Beijing,北京,Beijing,北京
10110041005A,Zhenguo Temple,镇国寺,37.28,112.27,CN,China,中国,101100410,Shanxi,山西,Jinzhong,晋中
10109110110A,Shanhaiguan Pass Scenic Attraction,天下第一关景区,40.01,119.76,CN,China,中国,101091101,Hebei,河北,Qinhuangdao,秦皇岛
10129021003A,Nanzhao Island,南诏风情岛,25.9,100.19,CN,China,中国,101290210,Yunnan,云南,Dali,大理
10118100102A,Tomb of Weizi,微子墓,34.3,115.53,CN,China,中国,101181001,Henan,河南,Shangqiu,商丘
10119030105A,Beigu Mountain Scenic Attraction,北固山景区,32.21,119.45,CN,China,中国,101190301,Jiangsu,江苏,Zhenjiang,镇江
10111070601A,Lan River Rafting,岚河漂流,32.33,108.89,CN,China,中国,101110706,Shaanxi,陕西,Ankang,安康
10118020202A,Temple of Yu Fei,岳飞庙,35.91,114.35,CN,China,中国,101180202,Henan,河南,Anyang,安阳
10105010110A,Heilongjiang Science and Technology Museum,黑龙江省科学技术馆,45.77,126.57,CN,China,中国,101050101,Heilongjiang,黑龙江,Haerbin,哈尔滨
10124070103A,Wulong Hakka Folk Customs Garden,五龙客家风情园,25.83,114.97,CN,China,中国,101240701,Jiangxi,江西,Ganzhou,赣州
10109030104A,Dajing Gate Scenic Attraction,大境门景区,40.84,114.9,CN,China,中国,101090301,Hebei,河北,Zhangjiakou,张家口
10126090102A,Wanfeng Forest,万峰林,25,104.92,CN,China,中国,101260901,Guizhou,贵州,Qianxinan,黔西南
10109060402A,No. 1 City in Xianghe,第一城,39.71,116.9,CN,China,中国,101090604,Hebei,河北,Langfang,廊坊
10116090102A,Nanguo Temple,南郭寺,34.56,105.75,CN,China,中国,101160901,Gansu,甘肃,Tianshui,天水
10113050104A,Xinjiang Desert Soil Art Gallery,新疆大漠土艺馆,42.95,89.54,CN,China,中国,101130501,Xinjiang,新疆,Tulufan,吐鲁番
10118160501A,Nanhai Buddhist Temple,南海禅寺,32.99,114.36,CN,China,中国,101181605,Henan,河南,Zhumadian,驻马店
10107060303A,Tianqiaogou Forest Park,天桥沟森林公园,41.05,124.65,CN,China,中国,101070603,Liaoning,辽宁,Dandong,丹东
10118020102A,Ma’s Manor,马氏庄园,36.15,114.15,CN,China,中国,101180201,Henan,河南,Anyang,安阳
10109021201A,Wolf Teeth Mountain Scenic Attraction,狼牙山景区,39.13,115.2,CN,China,中国,101090212,Hebei,河北,Baoding,保定
10113061204A,Golden Beach,金沙滩,42.05,87.15,CN,China,中国,101130612,Xinjiang,新疆,Bayinguoleng,巴音郭楞
10102080002A,Orient Land,东方绿舟,31.1,121,CN,China,中国,101020800,Shanghai,上海,Shanghai,上海
10106050501A,Goguryeo Ruins Park,高句丽遗址公园,41.12,126.18,CN,China,中国,101060505,Jilin,吉林,Tonghua,通化
10118160901A,Jinding Mountain Scenic Attraction,金顶山风景区,32.87,113.83,CN,China,中国,101181609,Henan,河南,Zhumadian,驻马店
10122150702A,Wanfo Lake,万佛湖,31.3,116.77,CN,China,中国,101221507,Anhui,安徽,Liuan,六安
10128060106A,Minsk Aircraft Carrier World,明思克航母世界,22.55,114.24,CN,China,中国,101280601,Guangdong,广东,Shenzhen,深圳
10105010501A,Harbin Erlong Mountain Scenic Attraction,二龙山风景区,45.73,127.4,CN,China,中国,101050105,Heilongjiang,黑龙江,Haerbin,哈尔滨
10125030602A,Mausoleum of Yan Emperor,炎帝陵,26.41,113.67,CN,China,中国,101250306,Hunan,湖南,Zhuzhou,株洲
10122060604A,Xiaogu Mountain Scenic Attraction,小孤山风景区,29.92,116.55,CN,China,中国,101220606,Anhui,安徽,Anqing,安庆
10124060101A,Diaoyuan Scenic Spot,钓源景区,27.18,114.84,CN,China,中国,101240601,Jiangxi,江西,Jian,吉安
10116030203A,Queen of Heaven Palace Grottoes,王母宫石窖,35.33,107.35,CN,China,中国,101160302,Gansu,甘肃,Pingliang,平凉
10118050701A,Zhaoping Lake,昭平湖,33.71,112.77,CN,China,中国,101180507,Henan,河南,Pingdingshan,平顶山
10119070801A,Dafeng Pere David's Deer National Nature Reserve,大丰麋鹿国家级自然保护区,32.99,120.81,CN,China,中国,101190708,Jiangsu,江苏,Yancheng,盐城
10112050107A,Yantai Golden Beach Coastal Park,烟台金沙滩海滨公园,37.57,121.25,CN,China,中国,101120501,Shandong,山东,Yantai,烟台
10112130401A,Daru Mountain Coastal Tourist Resort,大乳山滨海旅游度假区,36.76,121.51,CN,China,中国,101121304,Shandong,山东,Weihai,威海
10120090108A,Chexi Folk Custom Scenic Attraction of Yichang City,宜昌车溪民俗风景区,30.66,111.07,CN,China,中国,101200901,Hubei,湖北,Yichang,宜昌
10120010112A,Wuhan Science & Technology Museum,武汉科技馆,30.62,114.3,CN,China,中国,101200101,Hubei,湖北,Wuhan,武汉
