POI-Tidal-Station-List-latest v1.2 update by 2022-12-27,,,,,,,
POI_ID,POI_Name_Local,POI_Name_EN,POI_Name_ZH,POI_Latitude,POI_Longitude,POI_Type,ISO 3166
P2430,宜蘭縣頭城鎮,Toucheng Township Yilan County,宜兰县头城镇,24.8672,121.8375,Tidal Station,TW
P2531,野柳漁港,Fishing Port Yehliu,野柳渔港,25.208,121.689,Tidal Station,TW
P2277,歧頭漁港,Fishing Port Branch,歧头渔港,23.649,119.609,Tidal Station,TW
P2262,蚵仔寮漁港,Fishing Port Oyster House,蚵仔寮渔港,22.72577,120.2542,Tidal Station,TW
P2484,新北市金山區,Jinshan District New Taipei City,新北市金山区,25.2475,121.638,Tidal Station,TW
P2694,哈巴狗海域,Dive Site Pug Waters,哈巴狗海域,22.65,121.525,Tidal Station,TW
P2703,桃園市觀音區,Guanyin District Taoyuan City,桃园市观音区,25.0669,121.08,Tidal Station,TW
P2660,臺中市大安區,Daan District Taichung City,台中市大安区,24.3778,120.5633,Tidal Station,TW
P2964,西子灣,Sea Fishing In Xizi Bay,西子湾,22.6241,120.2628,Tidal Station,TW
P2479,新竹漁港,Hsinchu Fishing Port,新竹渔港,24.848,120.922,Tidal Station,TW
P2104,東港南堤,Sea Fishing Donggang South Embankment,东港南堤,22.4678,120.4417,Tidal Station,TW
P2385,屏東縣枋寮鄉,Fangliao Township Pingtung County,屏东县枋寮乡,22.308,120.6365,Tidal Station,TW
P2786,龍洞南口水域C區,Dive Site Area C Of The Waters At The South Entrance Of Longdong Cave,龙洞南口水域C区,25.102,121.921,Tidal Station,TW
P2874,大果葉漁港,Fishing Port Big Fruit Leaf,大果叶渔港,23.594,119.517,Tidal Station,TW
P2675,臺東縣卑南鄉,Beinan Township Taitung County,台东县卑南乡,22.7629,121.1889,Tidal Station,TW
P2182,嘉義縣東石鄉,Dongshi Township Chiayi County,嘉义县东石乡,23.4494,120.14,Tidal Station,TW
P2810,中芸漁港,Fishing Port Zhongyun,中芸渔港,22.4835,120.4002,Tidal Station,TW
P2377,高雄市鼓山區,Gushan District Kaohsiung City,高雄市鼓山区,22.6144,120.2883,Tidal Station,TW
P2459,三仙台,Sea Fishing Sanxiantai,三仙台,23.1246,121.4166,Tidal Station,TW
P2947,澎湖縣白沙鄉,Baisha Township Penghu County,澎湖县白沙乡,23.667,119.6089,Tidal Station,TW
P2161,頭城海水浴場,Beach Toucheng,头城海水浴场,24.8523,121.8283,Tidal Station,TW
P2293,臺南市安南區,Annan District Tainan City,台南市安南区,23.0404,120.0623,Tidal Station,TW
P2650,東港鹽埔漁港,Fishing Port Donggang Yanpu,东港盐埔渔港,22.47222,120.4367,Tidal Station,TW
P2965,連江縣東引鄉,Dongyin Township Lianjiang County,连江县东引乡,26.3665,120.4835,Tidal Station,TW
P2595,高雄市林園區,Linyuan District Kaohsiung City,高雄市林园区,22.4923,120.3785,Tidal Station,TW
P2191,龍洞灣公園海水浴場,Beach Longdongwan Park,龙洞湾公园海水浴场,25.1174,121.9159,Tidal Station,TW
P2855,臺南市北門區,Beimen District Tainan City,台南市北门区,23.2374,120.0755,Tidal Station,TW
P2367,大里漁港,Fishing Port Dali,大里渔港,24.962,121.921,Tidal Station,TW
P2451,萬里桐,Wan Li Tong,万里桐,21.995,120.706,Tidal Station,TW
P2103,雲林縣麥寮鄉,Mailiao Township Yunlin County,云林县麦寮乡,23.7861,120.1603,Tidal Station,TW
P2656,花蓮縣花蓮市,Hualien City Hualien County,花莲县花莲市,23.9806,121.6236,Tidal Station,TW
P2245,龍門公園海水浴場,Beach Longmen Park,龙门公园海水浴场,25.0187,121.9385,Tidal Station,TW
P2853,磺港漁港,Sulfur Harbor,磺港渔港,25.231,121.648,Tidal Station,TW
P2868,金湖漁港,Fishing Port Golden Lake,金湖渔港,23.572,120.142,Tidal Station,TW
P2278,桃園市大園區,Dayuan District Taoyuan City,桃园市大园区,25.1181,121.2433,Tidal Station,TW
P2802,旗津海岸公園海水浴場,Beach Cijin Coastal Park,旗津海岸公园海水浴场,22.6024,120.2751,Tidal Station,TW
P2911,臺東縣達仁鄉,Daren Township Taitung County,台东县达仁乡,22.2879,120.897,Tidal Station,TW
P2695,鹽寮海水浴場,Salt Liao Beach,盐寮海水浴场,25.0421,121.9264,Tidal Station,TW
P2996,基隆市安樂區,Anle District Keelung City,基隆市安乐区,25.1675,121.711,Tidal Station,TW
P2734,新竹縣新豐鄉,Xinfeng Township Hsinchu County,新竹县新丰乡,24.9278,120.9668,Tidal Station,TW
P2914,臺東縣成功鎮,Chenggong Town Taitung County,台东县成功镇,23.0972,121.38,Tidal Station,TW
P2318,後壁湖漁港,Houbi Lake,后壁湖渔港,21.945,120.745,Tidal Station,TW
P2576,臺東縣綠島鄉,Ludao Township Taitung County,台东县绿岛乡,22.6622,121.4647,Tidal Station,TW
P2866,新竹市香山區,Xiangshan District Hsinchu City,新竹市香山区,24.7571,120.8813,Tidal Station,TW
P2458,東澳粉鳥林漁港,Sea Fishing Dongao Fenniaolin Fishing Port,东澳粉鸟林渔港,24.4974,121.8419,Tidal Station,TW
P2254,花蓮縣秀林鄉,Xiulin Township Hualien County,花莲县秀林乡,24.3031,121.7561,Tidal Station,TW
P2373,新北市瑞芳區,Ruifang District New Taipei City,新北市瑞芳区,25.1307,121.8285,Tidal Station,TW
P2665,臺東縣蘭嶼鄉,Lanyu Township Taitung County,台东县兰屿乡,22.0581,121.5069,Tidal Station,TW
P2670,粉鳥林漁港,Fishing Port Pink Bird Forest,粉鸟林渔港,24.496,121.844,Tidal Station,TW
P2336,石朗海域,Dive Site Shilang Sea Area,石朗海域,22.65,121.45,Tidal Station,TW
P2909,綠島漁港,Fishing Port Green Island,绿岛渔港,22.659,121.476,Tidal Station,TW
P2783,高雄市旗津區,Cijin District Kaohsiung City,高雄市旗津区,22.5801,120.2875,Tidal Station,TW
P2828,杉原海水浴場,Beach Sugihara,杉原海水浴场,22.8312,121.1852,Tidal Station,TW
P2502,雲林縣口湖鄉,Kouhu Township Yunlin County,云林县口湖乡,23.5654,120.1379,Tidal Station,TW
P2535,布袋漁港,Fishing Port Bag,布袋渔港,23.388,120.157,Tidal Station,TW
P2360,後壁湖航道西側,The West Side Of The Waterway Of Houbihu Dive Site,后壁湖航道西侧,21.938,120.746,Tidal Station,TW
P2495,深澳漁港,Fishing Port Shen Ao,深澳渔港,25.131,121.82,Tidal Station,TW
P2879,澎湖縣馬公市,Magong City Penghu County,澎湖县马公市,23.5603,119.5781,Tidal Station,TW
P2128,東澳漁港與龜吼漁港間海域,Surfing The Waters Between Dongao Fishing Port And Guihou Fishing Port,东澳渔港与龟吼渔港间海域,25.198,121.692,Tidal Station,TW
P2726,前寮漁港,Fishing Port Qianliao,前寮渔港,23.551,119.588,Tidal Station,TW
P2555,基隆市中山區,Zhongshan District Keelung City,基隆市中山区,25.155,121.7522,Tidal Station,TW
P2784,彰化縣大城鄉,Dacheng Township Changhua County,彰化县大城乡,23.882,120.2776,Tidal Station,TW
P2571,高雄市楠梓區,Nanzi District Kaohsiung City,高雄市楠梓区,22.714,120.248,Tidal Station,TW
P2776,苗栗縣後龍鎮,Houlong Town Miaoli County,苗栗县后龙镇,24.6514,120.7714,Tidal Station,TW
P2297,東石漁港,Dongshi Fishing Port,东石渔港,23.45,120.138,Tidal Station,TW
P2527,赤崁漁港,Fishing Port Chikan,赤崁渔港,23.665,119.604,Tidal Station,TW
P2311,金門縣烏坵鄉,Wuqiu Township Kinmen County,金门县乌丘乡,24.9881,119.4564,Tidal Station,TW
P2574,金門縣金沙鎮,Jinsha Town Kinmen County,金门县金沙镇,24.5324,118.4153,Tidal Station,TW
P2355,龍洞灣水域B區南側,The Diving Site Is On The South Side Of Area B In Longdongwan Waters,龙洞湾水域B区南侧,25.114,121.918,Tidal Station,TW
P2974,豆腐岬水域,Dive Site Tofu Cape Waters,豆腐岬水域,24.584,121.873,Tidal Station,TW
P2338,屏東縣新園鄉,Xinyuan Township Pingtung County,屏东县新园乡,22.4716,120.4295,Tidal Station,TW
P2210,萬里漁港,Wanli Fishing Port,万里渔港,25.182,121.695,Tidal Station,TW
P2749,蘇澳港南防波堤靠內港側,Sea Fishing On The Inner Harbor Side Of The South Breakwater Of Suao Port,苏澳港南防波堤靠内港侧,24.5893,121.8777,Tidal Station,TW
P2534,屏東縣枋山鄉,Fangshan Township Pingtung County,屏东县枋山乡,22.195,120.6836,Tidal Station,TW
P2631,新北市林口區,Linkou District New Taipei City,新北市林口区,25.1354,121.3426,Tidal Station,TW
P2955,澎湖縣七美鄉,Qimei Township Penghu County,澎湖县七美乡,23.1931,119.4179,Tidal Station,TW
P2934,小灣海水浴場,Beach Bay,小湾海水浴场,21.9414,120.8044,Tidal Station,TW
P2745,高雄市小港區,Xiaogang District Kaohsiung City,高雄市小港区,22.5337,120.3179,Tidal Station,TW
P2567,大武崙漁港,Dawulun Fishing Port,大武仑渔港,25.167,121.708,Tidal Station,TW
P2196,紅柴坑潛點,Hong Chai Hang,红柴坑潜点,21.972,120.715,Tidal Station,TW
P2851,布袋商港釣魚示範區,Sea Fishing Budai Commercial Port Fishing Demonstration Area,布袋商港钓鱼示范区,23.3845,120.1278,Tidal Station,TW
P2139,基隆港東岸防坡堤,Sea Fishing Keelung Harbor East Bank Breakwater,基隆港东岸防坡堤,25.1622,121.7548,Tidal Station,TW
P2341,東澳漁港,Fishing Port Dongao,东澳渔港,25.204,121.696,Tidal Station,TW
P2455,和平島,Sea Fishing Peace Island,和平岛,25.1608,121.7638,Tidal Station,TW
P2860,龍洞灣水域B區北側,Dive Site North Side Of Area B In Longdongwan Waters,龙洞湾水域B区北侧,25.118,121.919,Tidal Station,TW
P2681,柴口海域,Dive Site Chaikou Waters,柴口海域,22.7,121.475,Tidal Station,TW
P2644,福隆漁港,Fishing Port Fulong,福隆渔港,25.021,121.951,Tidal Station,TW
P2817,梧棲港,Sea Fishing Wuqi Port,梧栖港,24.2925,120.5207,Tidal Station,TW
P2375,旗津漁港,Cijin Fishing Port,旗津渔港,22.589,120.289,Tidal Station,TW
P2803,彰化縣伸港鄉,Shengang Township Changhua County,彰化县伸港乡,24.1897,120.4613,Tidal Station,TW
P2378,白沙漁港,Baisha Fishing Port,白沙渔港,22.915,120.181,Tidal Station,TW
P2977,金門縣金湖鎮,Jinhu Town Kinmen County,金门县金湖镇,24.4086,118.43,Tidal Station,TW
P2723,花蓮縣壽豐鄉,Shoufeng Township Hualien County,花莲县寿丰乡,23.828,121.5862,Tidal Station,TW
P2503,新竹縣竹北市,Zhubei City Hsinchu County,新竹县竹北市,24.862,120.9275,Tidal Station,TW
P2763,墾丁海水浴場,Beach Kenting,垦丁海水浴场,21.9459,120.79,Tidal Station,TW
P2608,苗栗縣通霄鎮,Tongxiao Town Miaoli County,苗栗县通霄镇,24.4948,120.6547,Tidal Station,TW
P2661,鼓山漁港,Fishing Port Gushan,鼓山渔港,22.62,120.27,Tidal Station,TW
P2118,永新漁港,Yongxin Fishing Port,永新渔港,22.82026,120.2081,Tidal Station,TW
P2207,彰化縣線西鄉,Changhua County Line Xixiang,彰化县线西乡,24.1445,120.4113,Tidal Station,TW
P2460,梧棲漁港,Wuqi Fishing Port,梧栖渔港,24.292,120.519,Tidal Station,TW
P2991,金門縣金城鎮,Jincheng Town Kinmen County,金门县金城镇,24.4211,118.2892,Tidal Station,TW
P2422,臺北港北防坡堤,Sea Fishing On The North Breakwater Of Taipei Harbor,台北港北防坡堤,25.1574,121.3637,Tidal Station,TW
P2935,龍門漁港,Fishing Port Longmen,龙门渔港,23.559,119.674,Tidal Station,TW
P2821,高雄市茄萣區,Jialing District Kaohsiung City,高雄市茄萣区,22.8701,120.1855,Tidal Station,TW
P2127,基隆市中正區,Zhongzheng District Keelung City,基隆市中正区,25.1506,121.79,Tidal Station,TW
P2907,臺中市梧棲區,Wuqi District Taichung City,台中市梧栖区,24.2878,120.5331,Tidal Station,TW
P2716,長濱界橋,Sea Fishing Nagahama Boundary Bridge,长滨界桥,23.216,121.4104,Tidal Station,TW
P2439,花蓮港東堤垂釣區,Sea Fishing Hualien Harbor Dongdi Fishing Area,花莲港东堤垂钓区,23.9767,121.6325,Tidal Station,TW
P2187,永安漁港,Wing On Fishing Port,永安渔港,24.99,121.011,Tidal Station,TW
P2249,南方澳漁港,Nanfangao A Fishing Port,南方澳渔港,24.582,121.871,Tidal Station,TW
P2942,前鎮漁港,Yugangqian Town,前镇渔港,22.56966,120.3137,Tidal Station,TW
P2813,連江縣北竿鄉,Beigan Township Lianjiang County,连江县北竿乡,26.2184,119.9982,Tidal Station,TW
P2638,馬沙溝海水浴場,Beach Mashagou,马沙沟海水浴场,23.2175,120.0841,Tidal Station,TW
P2753,沙港西漁港,West Shagang Fishing Port,沙港西渔港,23.606,119.62,Tidal Station,TW
P2705,東澳漁港與龜吼漁港,Dive At Dongao Fishing Port And Guihou Fishing Port,东澳渔港与龟吼渔港,25.198,121.692,Tidal Station,TW
P2790,南灣,Surf South Bay,南湾,21.959,120.761,Tidal Station,TW
P2615,臺南市將軍區,General District Tainan City,台南市将军区,23.2125,120.0831,Tidal Station,TW
P2707,成功港,Sea Fishing Success Port,成功港,23.098,121.3805,Tidal Station,TW
P2101,水利村漁港,Fishing Port Water Conservancy Village,水利村渔港,22.41768,120.5131,Tidal Station,TW
P2645,新湖漁港,Fishing Port Xinhu,新湖渔港,24.431,118.41,Tidal Station,TW
P2264,福隆鹽寮水域F區,Surf Area F Of Fulong Yanliao Waters,福隆盐寮水域F区,25.024,121.958,Tidal Station,TW
