POI-Tidal-Station-List-latest v1.2 update by 2022-12-27,,,,,,,
POI_ID,POI_Name_Local,POI_Name_EN,POI_Name_ZH,POI_Latitude,POI_Longitude,POI_Type,ISO 3166
P2324,Saint-Malo,Saint-Malo,圣马洛,48.633335,-2.0333333,Tidal Station,FR
P2158,St-Helier,St-Helier,圣赫利尔 ,49.183334,-2.1166666,Tidal Station,JE
P2370,Cherbourg,Cherbourg,瑟堡,49.65,-1.6333333,Tidal Station,FR
P2493,Le Havre,Le Havre,勒阿弗尔,49.483334,0.11666667,Tidal Station,FR
P2108,Dieppe,Dieppe,迪耶普,49.933334,1.0833334,Tidal Station,FR
P2283,Boulogne,Boulogne,布洛涅,50.733334,1.5833334,Tidal Station,FR
P2198,Calais,Calais,加来,50.966667,1.85,Tidal Station,FR
P2190,Dunkerque,Dunkerque,敦刻尔克,51.05,2.3666666,Tidal Station,FR
P2847,Dover,Dover,多佛尔,51.116665,1.3166667,Tidal Station,GB
P2466,Margate,Margate,马盖特,51.383335,1.3833333,Tidal Station,GB
P2507,Sheerness,Sheerness,希尔内斯,51.45,0.75,Tidal Station,GB
P2379,London Bridge,London Bridge,伦敦桥,51.5,-0.08333333,Tidal Station,GB
P2252,Walton-On-The-Naze,Walton-On-The-Naze,内兹岬附近－沃尔顿,51.85,1.2833333,Tidal Station,GB
P2213,Harwich,Harwich,哈里奇,51.95,1.2833333,Tidal Station,GB
P2719,Lowestoft,Lowestoft,洛斯托夫特,52.466667,1.75,Tidal Station,GB
P2629,Immingham,Immingham,伊明赫姆,53.633335,-0.18333334,Tidal Station,GB
P2163,River Tees Entrance,River Tees Entrance,蒂斯河口,54.633335,-1.15,Tidal Station,GB
P2906,River Tyne(North Shields),River Tyne(North Shields),泰恩河畔,55,-1.4333333,Tidal Station,GB
P2136,Leith,Leith,利斯,55.983334,-3.1833334,Tidal Station,GB
P2401,Rosyth,Rosyth,罗赛斯,56.016666,-3.45,Tidal Station,GB
P2406,Aberdeen,Aberdeen,阿伯丁,57.15,-2.0666666,Tidal Station,GB
P2564,Lerwick,Lerwick,勒威克,60.15,-1.1333333,Tidal Station,GB
P2269,Oban,Oban,奥本,56.416668,-5.483333,Tidal Station,GB
P2279,Greenock,Greenock,格里诺克,55.95,-4.766667,Tidal Station,GB
P2148,Liverpool,Liverpool,利物浦,53.4,-3.0166667,Tidal Station,GB
P2211,Holyhead,Holyhead,霍利黑德,53.316666,-4.616667,Tidal Station,GB
P2506,Milford Haven,Milford Haven,米尔福德港,51.7,-5.05,Tidal Station,GB
P2339,Swansea,Swansea,斯旺西,51.616665,-3.9166667,Tidal Station,GB
P2427,Port Of Bristol(Avonmouth),Port Of Bristol(Avonmouth),布里斯托尔港,51.5,-2.7333333,Tidal Station,GB
P2221,Dublin,Dublin,都柏林,53.35,-6.2166667,Tidal Station,IE
P2151,Belfast,Belfast,贝尔法斯特,54.6,-5.9166665,Tidal Station,GB
P2124,River Foyle(Lisahally),River Foyle(Lisahally),福伊尔河,55.05,-7.266667,Tidal Station,GB
P2840,Galway,Galway,戈尔韦,53.266666,-9.05,Tidal Station,IE
P2383,River Shannon(Tarbert Island),River Shannon(Tarbert Island),香农河,52.583332,-9.35,Tidal Station,IE
P2915,Cobh,Cobh,科夫,51.85,-8.3,Tidal Station,IE
P2899,Plymouth(Devonport),Plymouth(Devonport),普利茅斯,50.366665,-4.1833334,Tidal Station,GB
P2280,Portland,Portland,波特兰,50.566666,-2.4333334,Tidal Station,GB
P2928,Southampton,Southampton,南安普敦,50.883335,-1.4,Tidal Station,GB
P2796,Portsmouth,Portsmouth,朴次茅斯,50.8,-1.1166667,Tidal Station,GB
P2156,Shoreham,Shoreham,肖勒姆,50.833332,-0.25,Tidal Station,GB
P2754,Antwerpen,Antwerp,安特卫普,51.35,4.233333,Tidal Station,BE
P2160,Vlissingen,Vlissingen(Flushing),弗利辛恩,51.45,3.6,Tidal Station,NL
P2330,Hoek Van Holland,Hoek Van Holland,荷兰角,51.983334,4.116667,Tidal Station,NL
P2265,Wilhelmshaven,Wilhelmshaven,威廉港,53.516666,8.15,Tidal Station,DE
P2175,Cuxhaven,Cuxhaven,库克斯港,53.866665,8.716666,Tidal Station,DE
P2837,Helgoland,Helgoland,黑尔戈兰,54.183334,7.883333,Tidal Station,DE
P2622,Esbjerg,Esbjerg,埃斯比约,55.466667,8.45,Tidal Station,DK
P2421,Bergen,Bergen,卑尔根,60.4,5.3,Tidal Station,NO
P2957,Trondheim,Trondheim,特隆赫姆,63.433334,10.433333,Tidal Station,NO
P2178,Rorvik,Rorvik,勒尔维克,64.86667,11.25,Tidal Station,NO
P2691,Narvik,Narvik,纳尔维克,68.433334,17.416666,Tidal Station,NO
P2441,,Yekaterininskiy (Kolskiy Zaliv),叶卡捷琳宁斯基,69.2,33.466667,Tidal Station,RU
P2797,,Port Of Kem ,凯姆港,64.98333,34.783333,Tidal Station,RU
P2209,,Reykjavik,雷克雅未克,64.15,-21.933332,Tidal Station,IS
P2524,,Malvinas (Falkland) Islands-Puerto Argentina,阿根廷港,-51.683334,-57.866665,Tidal Station,FK
P2746,,Cape Horn(Orange Bay),合恩角-奥兰治湾,-55.516666,-68.083336,Tidal Station,CL
P2112,,Punta Loyola,洛约拉角,-51.6,-69.01667,Tidal Station,AR
P2266,,Puerto Madryn,马德林港,-42.766666,-65.03333,Tidal Station,AR
P2586,,Puerto Belgrano,贝尔格拉诺港,-38.9,-62.1,Tidal Station,AR
P2875,Buenos Aires,Buenos Aires,布宜诺斯艾利斯,-34.566666,-58.383335,Tidal Station,AR
P2125,,Santos,桑托斯,-23.95,-46.316666,Tidal Station,BR
P2901,,Rio De Janeiro,里约热内卢,-22.9,-43.166668,Tidal Station,BR
P2902,,Recife,累西腓,-8.05,-34.866665,Tidal Station,BR
P2936,Îles du Salut,Iles Du Salut,萨吕群岛,5.2833333,-52.583332,Tidal Station,FR
P2770,,Suriname Rivier Entrance,苏里南河口,6,-55.233334,Tidal Station,SR
P2491,,Georgetown,乔治敦,6.8333335,-58.166668,Tidal Station,GY
P2184,,Punta Gorda,蓬塔戈尔达,10.166667,-62.633335,Tidal Station,VE
P2166,,Port Of Spain,西班牙港,10.65,-61.516666,Tidal Station,TT
P2704,,Amuay,阿穆艾,11.75,-70.21667,Tidal Station,VE
P2767,,Maracaibo Approaches(Malecon),马拉开波,11,-71.583336,Tidal Station,VE
P2979,,Colon,科隆,9.35,-79.916664,Tidal Station,PA
P2145,Fort-de-France,Fort-de-France,法兰西堡,14.583333,-61.05,Tidal Station,FR
P2469,Pointe-à-Pitre,Pointe-A-Pitre,皮特尔角城,16.233334,-61.533333,Tidal Station,FR
P2772,,San Juan,圣胡安,18.466667,-66.01667,Tidal Station,PR
P2250,,Santiago,圣地亚哥,20.016666,-75.833336,Tidal Station,CU
P2607,,Matanzas,马坦萨斯,23.066668,-81.55,Tidal Station,CU
P2657,,Maisi,迈西,20.233334,-74.15,Tidal Station,HT
P2404,Bermuda,Bermuda(St.Georges Island),百慕大,32.383335,-64.7,Tidal Station,BM
P2463,Galveston,Galveston,加尔维斯顿,29.316668,-94.8,Tidal Station,US
P2309,Mobile,Mobile,莫比尔,30.683332,-88.03333,Tidal Station,US
P2369,Key West,Key West,基韦斯特,24.55,-81.8,Tidal Station,US
P2413,Miami Harbor Entrance,Miami Harbor Entrance,迈阿密港,25.766666,-80.13333,Tidal Station,US
P2294,Charleston,Charleston,查尔斯顿,32.783333,-79.916664,Tidal Station,US
P2968,Hampton Roads,Hampton Roads,汉普顿锚地,36.95,-76.333336,Tidal Station,US
P2320,"Washington,D.C.","Washington,D.C.",华盛顿特区,38.866665,-77.01667,Tidal Station,US
P2328,Philadelphia,Philadelphia,费城,39.95,-75.13333,Tidal Station,US
P2435,Sandy Hook,Sandy Hook,桑迪胡克,40.466667,-74.01667,Tidal Station,US
P2956,Boston,Boston,波士顿,42.35,-71.05,Tidal Station,US
P2282,"Saint John,N.B.","Saint John,N.B.",圣约翰,45.266666,-66.066666,Tidal Station,CA
P2850,Yarmouth,Yarmouth,雅茅斯,43.833332,-66.11667,Tidal Station,CA
P2492,Halifax,Halifax,哈利法克斯,44.666668,-63.583332,Tidal Station,CA
P2696,Northumberland Strait-Pictou,Northumberland Strait-Pictou,诺森伯兰海峡－皮克图,45.683334,-62.7,Tidal Station,CA
P2844,Rustico,Rustico,拉斯蒂科,46.466667,-63.283333,Tidal Station,CA
P2583,Pointe-Au-Pere,Pointe-Au-Pere,佩尔角,48.516666,-68.46667,Tidal Station,CA
P2714,Quebec,Quebec,魁北克,46.833332,-71.166664,Tidal Station,CA
P2237,Sept Iles,Sept Iles,七岛港,50.216667,-66.4,Tidal Station,CA
P2667,Harrington Harbour,Harrington Harbour,哈灵顿港,50.5,-59.483334,Tidal Station,CA
P2392,Port Aux Basques,Port Aux Basques,巴斯克斯港,47.583332,-59.15,Tidal Station,CA
P2676,Argentia,Argentia,阿真舍,47.3,-53.983334,Tidal Station,CA
P2641,St.Johns Harbour,St.Johns Harbour,圣约翰斯港,47.566666,-52.7,Tidal Station,CA
P2546,Frobisher,Frobisher,弗罗比舍,63.716667,-68.53333,Tidal Station,CA
P2457,,Godthaab,戈特霍布,64.183334,-51.75,Tidal Station,GL
P2291,,Angmagssalik,昂马沙利克,65.61667,-37.616665,Tidal Station,GL
P2904,,Finsch Island,芬什岛,73.98333,-21.133333,Tidal Station,GL
P2331,Santa Cruz das Flores,Santa Cruz das Flores,圣克鲁斯,39.45,-31.116667,Tidal Station,PT
P2465,,Azores-Ponta Delgada,蓬塔德尔加达,37.733334,-25.666666,Tidal Station,PT
P2729,,Porto Do Funchal,丰沙尔港,32.633335,-16.9,Tidal Station,PT
P2730,,Porto Grande De S.Vicente,圣维森特大港,16.883333,-25,Tidal Station,CV
P2206,,Dar-El-Beida(Casablanca),达尔贝达,33.6,-7.616667,Tidal Station,MA
P2241,,Nouakchott,努瓦克肖特,18.033333,-16.033333,Tidal Station,MR
P2132,,Dakar,达喀尔,14.666667,-17.416666,Tidal Station,SN
P2975,,Bissau-Ilheu De Caio,卡约岛,11.833333,-16.316668,Tidal Station,GW
P2833,,Bissau-Porto De Bubaque,布巴克港,11.3,-15.833333,Tidal Station,GW
P2994,,Conakry,科纳克里,9.5,-13.716666,Tidal Station,GN
P2765,,Sierra Leone-Freetown,弗里敦,8.5,-13.233334,Tidal Station,SL
P2999,,Cote Divoire-Abidjan,阿比让,5.25,-4,Tidal Station,CI
P2823,,Takoradi,塔科拉迪,4.883333,-1.75,Tidal Station,GH
P2215,,Bonny Town,邦尼镇,4.45,7.1666665,Tidal Station,NG
P2561,,Douala,杜阿拉,4.05,9.666667,Tidal Station,CM
P2655,,Baia De S.Antonio,圣安东尼奥湾,1.65,7.4166665,Tidal Station,ST
P2258,,Baia De Ana Chaves,安娜沙维什湾,0.35,6.75,Tidal Station,ST
P2577,,Libreville,利伯维尔,0.38333333,9.433333,Tidal Station,GA
P2856,,Pointe Noire,黑角,-4.7833333,11.833333,Tidal Station,CG
P2274,,Porto De Luanda,罗安达港,-8.783334,13.233334,Tidal Station,AO
P2690,,Porto Do Lobito,洛比托港,-12.333333,13.566667,Tidal Station,AO
P2514,,Walvis Bay,鲸湾港,-22.95,14.5,Tidal Station,NA
P2812,,Cape Town,开普敦,-33.9,18.433332,Tidal Station,ZA
P2698,,East London,东伦敦,-33.033333,27.916666,Tidal Station,ZA
P2596,,Durban,德班,-29.866667,31.05,Tidal Station,ZA
P2858,,Porto Do Maputo,马普托港,-25.983334,32.566666,Tidal Station,MZ
P2771,,Beira,贝拉,-19.816668,34.833332,Tidal Station,MZ
P2917,,Porto De Mocambique,莫桑比克港,-15.033334,40.733334,Tidal Station,MZ
P2854,,Andoany,安杜阿尼,-13.4,48.3,Tidal Station,MG
P2358,,Toliara,图莱亚尔,-23.383333,43.666668,Tidal Station,MG
P2476,,Toamasina,图阿马西纳,-18.133333,49.433334,Tidal Station,MG
P2978,,Antsiranana,安采拉纳纳,-12.25,49.316666,Tidal Station,MG
P2625,,Pointe Des Galets,加莱角,-20.916666,55.283333,Tidal Station,RE
P2863,,Dzaoudzi,藻德济,-12.783334,45.25,Tidal Station,FR
P2614,,Port Victoria,维多利亚港,-4.616667,55.45,Tidal Station,SC
P2296,,Dar Es Salaam,达累斯萨拉姆,-6.8333335,39.283333,Tidal Station,TZ
P2525,,Kilindini,基林迪尼,-4.0666666,39.65,Tidal Station,KE
P2218,花蓮縣吉安鄉,Ji‘An Township,花莲县吉安乡,23.9424,121.6125,Tidal Station,TW
P2775,第三核能發電廠出水口,Maanshan Nuclear Power Plant,第三核能发电厂出水口,21.931,120.748,Tidal Station,TW
P2930,梗枋漁港,Fishing Port Terrier,梗枋渔港,24.903,121.871,Tidal Station,TW
P2322,船帆石潛點,Dive Site Sail Rock,船帆石潜点,21.931,120.823,Tidal Station,TW
P2389,屏東縣琉球鄉,Liuqiu Township Pingtung County,屏东县琉球乡,22.3533,120.3833,Tidal Station,TW
P2777,下山漁港,,下山渔港,23.137,120.113,Tidal Station,TW
P2522,金門縣金寧鄉,Jinning Township Kinmen County,金门县金宁乡,24.4617,118.2975,Tidal Station,TW
P2632,通霄海水浴場,,通霄海水浴场,24.4928,120.6736,Tidal Station,TW
P2713,興達漁港,Xingda Fishing Port,兴达渔港,22.863,120.196,Tidal Station,TW
P2610,新竹市北區,North District Hsinchu City,新竹市北区,24.8486,120.9206,Tidal Station,TW
P2343,翡翠灣海水浴場,Beach Emerald Bay,翡翠湾海水浴场,25.1872,121.6841,Tidal Station,TW
P2913,小港臨海新村漁港,Fishing Port Xiaogang Linhai New Village,小港临海新村渔港,22.545,120.344,Tidal Station,TW
P2628,龜灣海域潛點,Dive In Turtle Bay,龟湾海域潜点,22.625,121.475,Tidal Station,TW
P2550,紅柴坑漁港,Hung Chai Hang A Fishing Port,红柴坑渔港,21.972,120.716,Tidal Station,TW
P2873,苗栗縣苑裡鎮,Yuanli Township Miaoli County,苗栗县苑里镇,24.456,120.6217,Tidal Station,TW
P2204,苗栗縣竹南鎮,Zhunan Township Miaoli County,苗栗县竹南镇,24.7117,120.8537,Tidal Station,TW
P2920,沙港東漁港,East Shagang Fishing Port,沙港东渔港,23.604,119.631,Tidal Station,TW
P2129,中角沙珠灣,Sand Pearl Bay Central Point Surfing,中角沙珠湾,25.237,121.636,Tidal Station,TW
P2725,龜吼漁港,Fishing Port Turtle Roar,龟吼渔港,25.196,121.688,Tidal Station,TW
P2342,白砂,Surf White Sand,白砂,21.933,120.719,Tidal Station,TW
P2834,西子灣海水浴場,Xizi Bay Beach,西子湾海水浴场,22.625,120.2648,Tidal Station,TW
P2120,福隆海水浴場,Beach Fulong,福隆海水浴场,25.018,121.9433,Tidal Station,TW
P2687,白沙崙漁港,Baishalun,白沙仑渔港,22.915,120.181,Tidal Station,TW
P2824,崎頂海水浴場,Sea Bathing Beach Qiding,崎顶海水浴场,24.7228,120.8656,Tidal Station,TW
P2838,新北市貢寮區,Gongliao District New Taipei City,新北市贡寮区,25.0217,121.95,Tidal Station,TW
P2298,外木山漁港,Waimushan Fishing Port,外木山渔港,25.16,121.734,Tidal Station,TW
P2946,澎湖縣西嶼鄉,Xiyu Township Penghu County,澎湖县西屿乡,23.6041,119.5,Tidal Station,TW
P2349,淡水第二漁港,Fishing Port Tamsui No. 2,淡水第二渔港,25.183,121.409,Tidal Station,TW
P2756,馬公漁港,Fishing Port Magong,马公渔港,23.566,119.574,Tidal Station,TW
P2990,瑞濱隧道與水湳洞之間,Between Ruibin Tunnel And Shuinan Cave,瑞滨隧道与水湳洞之间,25.1216,121.8226,Tidal Station,TW
P2255,烏石漁港,Fishing Port Wushi,乌石渔港,24.868,121.836,Tidal Station,TW
P2363,高雄港旗后山一港口護岸,Sea Fishing Kaohsiung Port Banner Houshan No. 1 Harbor Revetment,高雄港旗后山一港口护岸,22.616,120.2654,Tidal Station,TW
P2292,高雄市梓官區,Ziguan District Kaohsiung City,高雄市梓官区,22.7478,120.2379,Tidal Station,TW
P2898,福澳漁港,Fuk O Fishing Port,福澳渔港,26.159,119.942,Tidal Station,TW
P2203,花蓮縣新城鄉,Xincheng Township Hualien County,花莲县新城乡,24.039,121.6343,Tidal Station,TW
P2905,雲林縣四湖鄉,Sihu Township Yunlin County,云林县四湖乡,23.6186,120.1375,Tidal Station,TW
P2782,臺南市南區,South District Tainan City,台南市南区,22.9482,120.1605,Tidal Station,TW
P2870,宜蘭縣南澳鄉,Nan Ao Township Yilan County,宜兰县南澳乡,24.4149,121.8068,Tidal Station,TW
P2263,臺南市七股區,Chigu District Tainan City,台南市七股区,23.1371,120.0734,Tidal Station,TW
P2722,鹽埔漁港,Sea Fishing Yanpu Fishing Port,盐埔渔港,22.4742,120.4381,Tidal Station,TW
P2592,高雄市前鎮區,Qianzhen District Kaohsiung City,高雄市前镇区,22.5605,120.2999,Tidal Station,TW
P2325,後壁湖遊艇港東側潛點,Diving Site Houbihu Yacht Harbor East Side,后壁湖游艇港东侧潜点,21.946,120.747,Tidal Station,TW
P2819,港口,Surf Port,港口,21.989,120.848,Tidal Station,TW
P2852,宜蘭縣壯圍鄉,Zhuangwei Township Yilan County,宜兰县壮围乡,24.7597,121.8426,Tidal Station,TW
P2116,彰化縣福興鄉,Fuxing Township Changhua County,彰化县福兴乡,24.0457,120.3588,Tidal Station,TW
P2270,箔子寮漁港,Foilziliao Fishing Port,箔子寮渔港,23.619,120.136,Tidal Station,TW
P2768,吉貝海園海水浴場,Jibei Sea Garden,吉贝海园海水浴场,23.7332,119.6032,Tidal Station,TW
P2700,臺東縣臺東市,Taitung City Taitung County,台东县台东市,22.7908,121.1931,Tidal Station,TW
P2829,彰化縣芳苑鄉,Fangyuan Township Changhua County,彰化县芳苑乡,23.9683,120.3145,Tidal Station,TW
P2791,龍洞南口海水浴場,South Exit Of Longdong Beach,龙洞南口海水浴场,25.102,121.9181,Tidal Station,TW
P2425,臺中港100號碼頭,Sea Fishing Taichung Harbor Pier 100,台中港100号码头,24.2223,120.4843,Tidal Station,TW
P2253,澎湖港龍門尖山碼頭區,Sea Fishing Penghu Port Longmen Jianshan Wharf Area,澎湖港龙门尖山码头区,23.5595,119.672,Tidal Station,TW
P2569,大灣,Surfing The Great Bay,大湾,21.944,120.795,Tidal Station,TW
P2317,龍鳳漁港,Fishing Port Longfeng,龙凤渔港,24.699,120.857,Tidal Station,TW
P2164,將軍漁港,Fishing Port General,将军渔港,23.212,120.086,Tidal Station,TW
P2380,港澳水域遊憩活動範圍A、C區,Areas A And C Of Recreational Activities In Surfing Hong Kong And Macau Waters,港澳水域游憩活动范围A、C区,24.88,121.846,Tidal Station,TW
P2634,桃園市新屋區,Xinwu District Taoyuan City,桃园市新屋区,24.9844,121.0046,Tidal Station,TW
P2234,磯崎海水浴場,Isozaki,矶崎海水浴场,23.7006,121.5496,Tidal Station,TW
P2251,外埔漁港,Fishing Port  Waipu,外埔渔港,24.651,120.771,Tidal Station,TW
P2170,花蓮漁港,Fishing Port Hualien,花莲渔港,24,121.638,Tidal Station,TW
P2150,高雄市左營區,Zuoying District Kaohsiung City,高雄市左营区,22.6958,120.2496,Tidal Station,TW
P2642,桃園市蘆竹區,Luzhu District Taoyuan City,桃园市芦竹区,25.1207,121.2801,Tidal Station,TW
P2434,竹圍漁港,Zhuwei Fishing Port,竹围渔港,25.1171,121.2414,Tidal Station,TW
P2893,臺中市清水區,Qingshui District Taichung City,台中市清水区,24.3331,120.5418,Tidal Station,TW
P2831,新港漁港,Xingang A Fishing Port,新港渔港,23.097,121.379,Tidal Station,TW
P2329,望海巷漁港,Fishing Port Wanghai Lane,望海巷渔港,25.138,121.802,Tidal Station,TW
P2779,嘉義縣布袋鎮,Budai Township Chiayi County,嘉义县布袋镇,23.3889,120.1443,Tidal Station,TW
P2315,屏東縣滿州鄉,Manzhou Township Pingtung County,屏东县满州乡,22.0463,120.8962,Tidal Station,TW
P2518,新金山海水浴場,Beach Xinjinshan,新金山海水浴场,25.2249,121.6433,Tidal Station,TW
P2663,連江縣南竿鄉,Nangan Township Lianjiang County,连江县南竿乡,26.1617,119.9428,Tidal Station,TW
P2302,澳底漁港,Aodi Fishing Port,澳底渔港,25.058,121.927,Tidal Station,TW
P2677,新北市淡水區,Tamsui District New Taipei City,新北市淡水区,25.1915,121.414,Tidal Station,TW
P2123,南雅漁港,Nanya Fishing Port,南雅渔港,25.122,121.887,Tidal Station,TW
P2787,風吹砂,Surf Wind Blowing Sand,风吹砂,21.949,120.842,Tidal Station,TW
P2183,吉貝漁港,Fishing Port  Jibe,吉贝渔港,23.74,119.613,Tidal Station,TW
P2589,後灣潛點,Back Bay,后湾潜点,22.041,120.694,Tidal Station,TW
P2846,澎湖縣望安鄉,Wang An Township Penghu County,澎湖县望安乡,23.3612,119.5097,Tidal Station,TW
P2553,臺中市龍井區,Longjing District Taichung City,台中市龙井区,24.226,120.4642,Tidal Station,TW
P2941,南灣海水浴場,Beach South Bay,南湾海水浴场,21.9604,120.7613,Tidal Station,TW
P2238,臺中港北防波堤,Sea Fishing Taichung Harbor North Breakwater,台中港北防波堤,24.2964,120.4947,Tidal Station,TW
P2272,高雄市彌陀區,Mi Tuo District Kaohsiung City,高雄市弥陀区,22.7761,120.2211,Tidal Station,TW
P2216,臺中市大甲區,Dajia District Taichung City,台中市大甲区,24.4015,120.5809,Tidal Station,TW
P2804,金樽漁港,Fishing Port Jinzun,金樽渔港,22.954,121.292,Tidal Station,TW
P2923,臺東縣東河鄉,Donghe Township Taitung County,台东县东河乡,22.945,121.292,Tidal Station,TW
P2456,東澳烏石鼻,Sea Fishing Dongao Wushibi,东澳乌石鼻,24.4816,121.8576,Tidal Station,TW
P2504,花蓮縣豐濱鄉,Fengbin Township Hualien County,花莲县丰滨乡,23.4947,121.5061,Tidal Station,TW
P2538,臺東縣長濱鄉,Changbin Township Taitung County,台东县长滨乡,23.3109,121.4547,Tidal Station,TW
P2189,石梯港,Sea Fishing Shiti Harbor,石梯港,23.4924,121.5055,Tidal Station,TW
P2310,七美漁港,Nanmei Fishing Port,七美渔港,23.194,119.42,Tidal Station,TW
P2720,安平漁港,Anping,安平渔港,22.99,120.154,Tidal Station,TW
P2878,伽藍漁港,Fishing Port Jialan,伽蓝渔港,22.791,121.193,Tidal Station,TW
P2347,宜蘭縣五結鄉,Wujie Township Yilan County,宜兰县五结乡,24.6804,121.842,Tidal Station,TW
P2721,安平港北防波堤,Sea Fishing Anping Port North Breakwater,安平港北防波堤,22.9699,120.1525,Tidal Station,TW
P2718,鎮港漁港,Fishing Port Town Port,镇港渔港,23.642,119.601,Tidal Station,TW
P2361,外木山,Sea Fishing Waimu Mountain,外木山,25.1593,121.7331,Tidal Station,TW
P2444,八斗子漁港,Badouzi Fishing Port,八斗子渔港,25.147,121.79,Tidal Station,TW
P2740,屏東縣恆春鎮,Hengchun Township Pingtung County,屏东县恒春镇,21.9458,120.7453,Tidal Station,TW
P2871,金門縣烈嶼鄉,Lieyu Township Kinmen County,金门县烈屿乡,24.4266,118.2679,Tidal Station,TW
P2551,連江縣莒光鄉,Juguang Township Lianjiang County,连江县莒光乡,25.9642,119.96,Tidal Station,TW
P2174,台子村漁港,Fishing Port Taizi Village,台子村渔港,23.561,120.139,Tidal Station,TW
P2485,五條港漁港,Gojo Port,五条港渔港,23.722,120.171,Tidal Station,TW
P2910,枋寮漁港,Fishing Port Fangliao,枋寮渔港,22.363,120.593,Tidal Station,TW
P2715,深澳,Sea Fishing In Shenao,深澳,25.1341,121.8212,Tidal Station,TW
P2511,宜蘭縣蘇澳鎮,Suao Township Yilan County,宜兰县苏澳镇,24.5925,121.8669,Tidal Station,TW
P2176,眺石,Dive Point Overlooking Rock,眺石,21.957,120.767,Tidal Station,TW
P2618,大安海水域場B區,Area B Of Surfing Da An Sea Water Course,大安海水域场B区,24.388,120.584,Tidal Station,TW
P2498,通霄漁港,Fishing Port Tongxiao,通霄渔港,24.49694,120.6734,Tidal Station,TW
P2224,高雄市永安區,Yongan District Kaohsiung City,高雄市永安区,22.8189,120.1975,Tidal Station,TW
P2271,臺東縣大武鄉,Dawu Township Taitung County,台东县大武乡,22.3375,120.8972,Tidal Station,TW
P2630,大安海水浴場,Beach Daan,大安海水浴场,24.3839,120.5841,Tidal Station,TW
P2888,屏東縣佳冬鄉,Jiadong Township Pingtung County,屏东县佳冬乡,22.3645,120.5869,Tidal Station,TW
P2199,後寮漁港,Houliao A Fishing Port,后寮渔港,23.672,119.569,Tidal Station,TW
P2501,臺東縣太麻里鄉,Taimali Township Taitung County,台东县太麻里乡,22.5794,121.0045,Tidal Station,TW
P2153,安平港南防波堤,Sea Fishing Anping Port South Breakwater,安平港南防波堤,22.9622,120.1566,Tidal Station,TW
P2836,屏東縣林邊鄉,Linbian Township Pingtung County,屏东县林边乡,22.4283,120.4795,Tidal Station,TW
P2186,菜園漁港,Fishing Port Vegetable Garden,菜园渔港,23.549,119.595,Tidal Station,TW
P2731,屏東縣車城鄉,Checheng Township Pingtung County,屏东县车城乡,22.0932,120.713,Tidal Station,TW
P2789,新北市萬里區,Wanli District New Taipei City,新北市万里区,25.2111,121.6892,Tidal Station,TW
P2242,琉球新漁港,Fishing Port Ryukyu New,琉球新渔港,22.335,120.375,Tidal Station,TW
P2678,鼻頭漁港,Fishing Port Nose,鼻头渔港,25.124,121.915,Tidal Station,TW
P2948,芭崎牛寮坑,Sea Fishing Baqi Niuliao Pit,芭崎牛寮坑,23.729,121.559,Tidal Station,TW
P2219,屏東縣東港鎮,Donggang Township Pingtung County,屏东县东港镇,22.465,120.4383,Tidal Station,TW
P2201,澎湖縣湖西鄉,Huxi Township Penghu County,澎湖县湖西乡,23.6105,119.6188,Tidal Station,TW
P2547,新北市八里區,Bali District New Taipei City,新北市八里区,25.1567,121.3717,Tidal Station,TW
P2744,屏東縣牡丹鄉,Peony Township Pingtung County,屏东县牡丹乡,22.1487,120.8922,Tidal Station,TW
P2552,臺南市安平區,Anping District Tainan City,台南市安平区,22.9786,120.1758,Tidal Station,TW
P2711,高雄港第10船渠,Sea Fishing Kaohsiung Harbor No. 10 Canal,高雄港第10船渠,22.5503,120.3203,Tidal Station,TW
P2889,通樑漁港,Fishing Port Tongliang,通梁渔港,23.656,119.556,Tidal Station,TW
P2467,正濱漁港,Fishing Port Zhengbin,正滨渔港,25.153,121.765,Tidal Station,TW
P2267,彰化縣鹿港鎮,Lukang Town Changhua County,彰化县鹿港镇,24.094,120.3618,Tidal Station,TW
P2896,雲林縣臺西鄉,Taixi Township Yunlin County,云林县台西乡,23.7474,120.165,Tidal Station,TW
P2857,新北市石門區,Shimen District New Taipei City,新北市石门区,25.2936,121.5314,Tidal Station,TW
P2111,和平島海水浴場,Beach Heping Island,和平岛海水浴场,25.1608,121.7638,Tidal Station,TW
P2185,澎湖港馬公碼頭區,Sea Fishing Penghu Port Magong Wharf Area,澎湖港马公码头区,23.5615,119.5646,Tidal Station,TW
P2613,崙尾灣漁港,Lun Mei Wan,仑尾湾渔港,24.081,120.421,Tidal Station,TW
P2773,石梯漁港,Fishing Port Stone Ladder,石梯渔港,23.495,121.506,Tidal Station,TW
P2448,小灣,Dive Point Cove,小湾,21.94,120.804,Tidal Station,TW
P2981,杉原海域,Dive Site Sugihara Sea Area,杉原海域,22.828,121.194,Tidal Station,TW
P2682,彌陀漁港,Amitabha,弥陀渔港,22.762,120.234,Tidal Station,TW
P2500,新北市三芝區,Sanzhi District New Taipei City,新北市三芝区,25.2559,121.469,Tidal Station,TW
P2433,三條崙海水浴場,Beach Sanjo Ron,三条仑海水浴场,23.6628,120.1516,Tidal Station,TW
