POI-Air-Monitoring-Station-List-latest v2.0 update by 2020-06-03,,,,,,,,,,,,,,
POI_ID,POI_Name,POI_Latitude,POI_Longitude,POI_Type,Country_code,Country_EN,Country_CN,Location_ID,Location_Name_EN,Location_Name_CN,Adm2_EN,Adm2_CN,Adm1_EN,Adm1_CN
CNA1421,茶园,29.4892,106.634,AirMonitoringStation,CN,China,中国,101044000,Nanan,南岸,Chongqing,重庆市,Chongqing,重庆市
CNA1422,白市驿,29.4822,106.364,AirMonitoringStation,CN,China,中国,101043900,Jiulongpo,九龙坡,Chongqing,重庆市,Chongqing,重庆市
CNA1425,空港,29.7125,106.617,AirMonitoringStation,CN,China,中国,101040700,Yubei,渝北,Chongqing,重庆市,Chongqing,重庆市
CNA1426,新山村,29.4892,106.468,AirMonitoringStation,CN,China,中国,101043500,Dadukou,大渡口,Chongqing,重庆市,Chongqing,重庆市
CNA1427,礼嘉,29.6453,106.562,AirMonitoringStation,CN,China,中国,101040700,Yubei,渝北,Chongqing,重庆市,Chongqing,重庆市
CNA1428,蔡家,29.709,106.452,AirMonitoringStation,CN,China,中国,101040800,Beibei,北碚,Chongqing,重庆市,Chongqing,重庆市
CNA1429,鱼新街,29.389,106.513,AirMonitoringStation,CN,China,中国,101040900,Banan,巴南,Chongqing,重庆市,Chongqing,重庆市
CNA1431,金泉两河,30.72358333,103.97275,AirMonitoringStation,CN,China,中国,101270107,Pidu,郫都,Chengdu,成都市,Sichuan,四川省
CNA1432,十里店,30.6872,104.176,AirMonitoringStation,CN,China,中国,101270120,Chenghua,成华,Chengdu,成都市,Sichuan,四川省
CNA1433,三瓦窑,30.5706,104.079,AirMonitoringStation,CN,China,中国,101270116,Jinjiang,锦江,Chengdu,成都市,Sichuan,四川省
CNA1434,沙河铺,30.63,104.1113889,AirMonitoringStation,CN,China,中国,101270116,Jinjiang,锦江,Chengdu,成都市,Sichuan,四川省
CNA1437,君平街,30.6578,104.054,AirMonitoringStation,CN,China,中国,101270117,Qingyang,青羊,Chengdu,成都市,Sichuan,四川省
CNA1438,灵岩寺,31.0283,103.613,AirMonitoringStation,CN,China,中国,101270111,Dujiangyan,都江堰,Chengdu,成都市,Sichuan,四川省
CNA1439,马鞍山,26.6029,106.6856,AirMonitoringStation,CN,China,中国,101260110,Yunyan,云岩,Guiyang,贵阳市,Guizhou,贵州省
CNA1440,市环保站,26.5689,106.6971,AirMonitoringStation,CN,China,中国,101260111,Nanming,南明,Guiyang,贵阳市,Guizhou,贵州省
CNA1441,鉴湖路,26.6266,106.6243,AirMonitoringStation,CN,China,中国,101260112,Guanshanhu,观山湖,Guiyang,贵阳市,Guizhou,贵州省
CNA1442,燕子冲,26.6343,106.7487,AirMonitoringStation,CN,China,中国,101260104,Wudang,乌当,Guiyang,贵阳市,Guizhou,贵州省
CNA1443,碧云窝,26.4364,106.6554,AirMonitoringStation,CN,China,中国,101260111,Nanming,南明,Guiyang,贵阳市,Guizhou,贵州省
CNA1444,中院村,26.5155,106.6948,AirMonitoringStation,CN,China,中国,101260103,Huaxi,花溪,Guiyang,贵阳市,Guizhou,贵州省
CNA1445,红边门,26.6009,106.7105,AirMonitoringStation,CN,China,中国,101260112,Guanshanhu,观山湖,Guiyang,贵阳市,Guizhou,贵州省
CNA1446,新华路,26.5697,106.7164,AirMonitoringStation,CN,China,中国,101260111,Nanming,南明,Guiyang,贵阳市,Guizhou,贵州省
CNA1447,太慈桥,26.5495,106.6867,AirMonitoringStation,CN,China,中国,101260110,Yunyan,云岩,Guiyang,贵阳市,Guizhou,贵州省
CNA1450,呈贡新区,24.8885,102.821,AirMonitoringStation,CN,China,中国,101290108,Chenggong,呈贡,Kunming,昆明市,Yunnan,云南省
CNA1451,西山森林公园(对照点),24.9624,102.625,AirMonitoringStation,CN,China,中国,101290116,Xishan,西山,Kunming,昆明市,Yunnan,云南省
CNA1452,龙泉镇,25.0836,102.728,AirMonitoringStation,CN,China,中国,101290102,Wuhua,五华,Kunming,昆明市,Yunnan,云南省
CNA1453,东风东路,25.0405,102.722,AirMonitoringStation,CN,China,中国,101290114,Panlong,盘龙,Kunming,昆明市,Yunnan,云南省
CNA1454,金鼎山,25.067,102.681,AirMonitoringStation,CN,China,中国,101290102,Wuhua,五华,Kunming,昆明市,Yunnan,云南省
CNA1455,碧鸡广场,25.0359,102.638,AirMonitoringStation,CN,China,中国,101290116,Xishan,西山,Kunming,昆明市,Yunnan,云南省
CNA1456,八廓街,29.6514,91.1319,AirMonitoringStation,CN,China,中国,101140105,Duilongdeqing,堆龙德庆,Lasa,拉萨市,Xizang,西藏自治区
CNA1457,市环保局,29.6747,91.1221,AirMonitoringStation,CN,China,中国,101140109,Chengguan,城关,Lasa,拉萨市,Xizang,西藏自治区
CNA1458,区监测站,29.6475,91.0874,AirMonitoringStation,CN,China,中国,101140105,Duilongdeqing,堆龙德庆,Lasa,拉萨市,Xizang,西藏自治区
CNA1459,西藏大学,29.6541,91.1774,AirMonitoringStation,CN,China,中国,101140109,Chengguan,城关,Lasa,拉萨市,Xizang,西藏自治区
CNA1460,区辐射站,29.6588,90.9798,AirMonitoringStation,CN,China,中国,101140105,Duilongdeqing,堆龙德庆,Lasa,拉萨市,Xizang,西藏自治区
CNA1461,拉萨火车站,29.6292,91.0834,AirMonitoringStation,CN,China,中国,101140109,Chengguan,城关,Lasa,拉萨市,Xizang,西藏自治区
CNA1462,高压开关厂,34.2749,108.882,AirMonitoringStation,CN,China,中国,101110110,Lianhu,莲湖,Xian,西安市,Shaanxi,陕西省
CNA1463,兴庆小区,34.2629,108.993,AirMonitoringStation,CN,China,中国,101110109,Beilin,碑林,Xian,西安市,Shaanxi,陕西省
CNA1464,纺织城,34.2572,109.06,AirMonitoringStation,CN,China,中国,101110113,Yanta,雁塔,Xian,西安市,Shaanxi,陕西省
CNA1465,小寨,34.2324,108.94,AirMonitoringStation,CN,China,中国,101110109,Beilin,碑林,Xian,西安市,Shaanxi,陕西省
CNA1466,市人民体育场,34.2713,108.954,AirMonitoringStation,CN,China,中国,101110108,Xincheng,新城,Xian,西安市,Shaanxi,陕西省
CNA1467,高新西区,34.2303,108.883,AirMonitoringStation,CN,China,中国,101110110,Lianhu,莲湖,Xian,西安市,Shaanxi,陕西省
CNA1468,经开区,34.3474,108.935,AirMonitoringStation,CN,China,中国,101110112,Weiyang,未央,Xian,西安市,Shaanxi,陕西省
CNA1469,长安区,34.1546,108.906,AirMonitoringStation,CN,China,中国,101110102,Changan,长安,Xian,西安市,Shaanxi,陕西省
CNA1470,阎良区,34.6575,109.2,AirMonitoringStation,CN,China,中国,101110103,Lintong,临潼,Xian,西安市,Shaanxi,陕西省
CNA1471,临潼区,34.3731,109.2186,AirMonitoringStation,CN,China,中国,101110111,Baqiao,灞桥,Xian,西安市,Shaanxi,陕西省
CNA1472,草滩,34.378,108.869,AirMonitoringStation,CN,China,中国,101110112,Weiyang,未央,Xian,西安市,Shaanxi,陕西省
CNA1473,曲江文化产业集团,34.1978,108.985,AirMonitoringStation,CN,China,中国,101110113,Yanta,雁塔,Xian,西安市,Shaanxi,陕西省
CNA1474,广运潭,34.3274,109.043,AirMonitoringStation,CN,China,中国,101110111,Baqiao,灞桥,Xian,西安市,Shaanxi,陕西省
CNA1476,兰炼宾馆,36.1031,103.631,AirMonitoringStation,CN,China,中国,101160107,Xigu,西固,Lanzhou,兰州市,Gansu,甘肃省
CNA1477,榆中兰大校区(对照点),35.94,104.148,AirMonitoringStation,CN,China,中国,101160104,Yuzhong,榆中,Lanzhou,兰州市,Gansu,甘肃省
CNA1478,生物制品所,36.0725,103.841,AirMonitoringStation,CN,China,中国,101160106,Qilihe,七里河,Lanzhou,兰州市,Gansu,甘肃省
CNA1479,铁路设计院,36.0464,103.831,AirMonitoringStation,CN,China,中国,101160106,Qilihe,七里河,Lanzhou,兰州市,Gansu,甘肃省
CNA1480,市环境监测站,36.6428,101.748,AirMonitoringStation,CN,China,中国,101150107,Chengxi,城西,Xining,西宁市,Qinghai,青海省
CNA1482,四陆医院,36.5819,101.834,AirMonitoringStation,CN,China,中国,101150105,Chengdong,城东,Xining,西宁市,Qinghai,青海省
CNA1483,第五水厂,36.6867,101.524,AirMonitoringStation,CN,China,中国,101150104,Huangzhong,湟中,Xining,西宁市,Qinghai,青海省
CNA1484,贺兰山马莲口(对照点),38.6016,105.9512,AirMonitoringStation,CN,China,中国,101081201,Azuoqi,阿左旗,Yinchuan,阿拉善盟,Ningxia,内蒙古自治区
CNA1488,贺兰山东路,38.4975,106.2328,AirMonitoringStation,CN,China,中国,101170107,Jinfeng,金凤,Yinchuan,银川市,Ningxia,宁夏回族自治区
CNA1489,学院路,38.5036,106.1358,AirMonitoringStation,CN,China,中国,101170106,Xixia,西夏,Yinchuan,银川市,Ningxia,宁夏回族自治区
CNA1490,监测站,43.8303,87.5801,AirMonitoringStation,CN,China,中国,101130106,Xinshi,新市,Wulumuqi,乌鲁木齐市,Xinjiang,新疆维吾尔自治区
CNA1491,收费所,43.768,87.6046,AirMonitoringStation,CN,China,中国,101130102,Tianshan,天山,Wulumuqi,乌鲁木齐市,Xinjiang,新疆维吾尔自治区
CNA1492,新疆农科院农场,43.9469,87.4754,AirMonitoringStation,CN,China,中国,101130106,Xinshi,新市,Wulumuqi,乌鲁木齐市,Xinjiang,新疆维吾尔自治区
CNA1493,铁路局,43.8711,87.5525,AirMonitoringStation,CN,China,中国,101130106,Xinshi,新市,Wulumuqi,乌鲁木齐市,Xinjiang,新疆维吾尔自治区
CNA1494,三十一中学,43.831,87.6432,AirMonitoringStation,CN,China,中国,101130107,Shuimogou,水磨沟,Wulumuqi,乌鲁木齐市,Xinjiang,新疆维吾尔自治区
CNA1496,米东区环保局,43.962,87.6444,AirMonitoringStation,CN,China,中国,101130112,Midong,米东,Wulumuqi,乌鲁木齐市,Xinjiang,新疆维吾尔自治区
CNA1508,板塘,27.8614,112.9433,AirMonitoringStation,CN,China,中国,101250205,Yuetang,岳塘,Xiangtan,湘潭市,Hunan,湖南省
CNA1511,市监测站,27.8403,112.9118,AirMonitoringStation,CN,China,中国,101250204,Yuhu,雨湖,Xiangtan,湘潭市,Hunan,湖南省
CNA1512,江麓,27.8728,112.8937,AirMonitoringStation,CN,China,中国,101250204,Yuhu,雨湖,Xiangtan,湘潭市,Hunan,湖南省
CNA1513,岳塘,27.8159,112.9227,AirMonitoringStation,CN,China,中国,101250205,Yuetang,岳塘,Xiangtan,湘潭市,Hunan,湖南省
CNA1514,科大,27.9119,112.9074,AirMonitoringStation,CN,China,中国,101250204,Yuhu,雨湖,Xiangtan,湘潭市,Hunan,湖南省
CNA1515,天台山庄,27.8244,113.135,AirMonitoringStation,CN,China,中国,101250307,Lusong,芦淞,Zhuzhou,株洲市,Hunan,湖南省
CNA1518,株冶医院,27.8867,113.095,AirMonitoringStation,CN,China,中国,101250308,Shifeng,石峰,Zhuzhou,株洲市,Hunan,湖南省
CNA1519,市四中,27.8667,113.167,AirMonitoringStation,CN,China,中国,101250304,Hetang,荷塘,Zhuzhou,株洲市,Hunan,湖南省
CNA1520,火车站,27.8381,113.143,AirMonitoringStation,CN,China,中国,101250309,Tianyuan,天元,Zhuzhou,株洲市,Hunan,湖南省
CNA1524,市监测站,27.8528,113.13,AirMonitoringStation,CN,China,中国,101250308,Shifeng,石峰,Zhuzhou,株洲市,Hunan,湖南省
CNA1552,桐木岭,26.3003,106.805,AirMonitoringStation,CN,China,中国,101260103,Huaxi,花溪,Guiyang,贵阳市,Guizhou,贵州省
CNA1559,大京风景区,27.8336,113.251,AirMonitoringStation,CN,China,中国,101250307,Lusong,芦淞,Zhuzhou,株洲市,Hunan,湖南省
CNA1562,昭山,27.9153,113.0048,AirMonitoringStation,CN,China,中国,101250205,Yuetang,岳塘,Xiangtan,湘潭市,Hunan,湖南省
CNA1564,韶山,27.9164,112.4876,AirMonitoringStation,CN,China,中国,101250202,Shaoshan,韶山,Xiangtan,湘潭市,Hunan,湖南省
CNA1585,市环境监测站,40.6532,109.8756,AirMonitoringStation,CN,China,中国,101080210,Qingshan,青山,Baotou,包头市,Neimenggu,内蒙古自治区
CNA1587,东河城环局,40.5905,110.0067,AirMonitoringStation,CN,China,中国,101080208,Donghe,东河,Baotou,包头市,Neimenggu,内蒙古自治区
CNA1588,青山宾馆,40.6821,109.8538,AirMonitoringStation,CN,China,中国,101080209,Kundoulun,昆都仑,Baotou,包头市,Neimenggu,内蒙古自治区
CNA1589,惠龙物流,40.6288,109.8654,AirMonitoringStation,CN,China,中国,101080209,Kundoulun,昆都仑,Baotou,包头市,Neimenggu,内蒙古自治区
CNA1590,东河鸿龙湾,40.5546,110.0377,AirMonitoringStation,CN,China,中国,101080208,Donghe,东河,Baotou,包头市,Neimenggu,内蒙古自治区
CNA1591,综合楼,39.8129,110.0023,AirMonitoringStation,CN,China,中国,101080713,Dongsheng,东胜,Eerduosi,鄂尔多斯市,Neimenggu,内蒙古自治区
CNA1592,巴音孟克林场办事处,39.8261,109.9486,AirMonitoringStation,CN,China,中国,101080703,Dalate,达拉特,Eerduosi,鄂尔多斯市,Neimenggu,内蒙古自治区
CNA1593,康泽苑,39.5986,109.7736,AirMonitoringStation,CN,China,中国,101080714,Kangbashi,康巴什,Eerduosi,鄂尔多斯市,Neimenggu,内蒙古自治区
CNA1594,华泰汽车城,39.5989,109.8119,AirMonitoringStation,CN,China,中国,101080714,Kangbashi,康巴什,Eerduosi,鄂尔多斯市,Neimenggu,内蒙古自治区
CNA1595,奥林花园,39.7884,109.9734,AirMonitoringStation,CN,China,中国,101080713,Dongsheng,东胜,Eerduosi,鄂尔多斯市,Neimenggu,内蒙古自治区
CNA1596,学府南路,40.6592,122.2414,AirMonitoringStation,CN,China,中国,101070804,Zhanqian,站前,Yingkou,营口市,Liaoning,辽宁省
CNA1597,大庆路,40.7094,122.2703,AirMonitoringStation,CN,China,中国,101071302,Dawa,大洼,Yingkou,盘锦市,Liaoning,辽宁省
CNA1598,镜湖西路,40.6511,122.215,AirMonitoringStation,CN,China,中国,101070804,Zhanqian,站前,Yingkou,营口市,Liaoning,辽宁省
CNA1599,西炮台,40.6789,122.1658,AirMonitoringStation,CN,China,中国,101070805,Xishi,西市,Yingkou,营口市,Liaoning,辽宁省
CNA1600,江湾东路,40.0625,124.3303,AirMonitoringStation,CN,China,中国,101070606,Zhenxing,振兴,Dandong,丹东市,Liaoning,辽宁省
CNA1601,临江后街,40.1503,124.4256,AirMonitoringStation,CN,China,中国,101070607,Zhenan,振安,Dandong,丹东市,Liaoning,辽宁省
CNA1602,元宝山,40.1461,124.3933,AirMonitoringStation,CN,China,中国,101070605,Yuanbao,元宝,Dandong,丹东市,Liaoning,辽宁省
CNA1603,民主桥,40.1194,124.3678,AirMonitoringStation,CN,China,中国,101070606,Zhenxing,振兴,Dandong,丹东市,Liaoning,辽宁省
CNA1604,开发区,41.1556,122.0247,AirMonitoringStation,CN,China,中国,101071305,Xinglongtai,兴隆台,Panjin,盘锦市,Liaoning,辽宁省
CNA1605,兴隆台,41.0903,122.0539,AirMonitoringStation,CN,China,中国,101071302,Dawa,大洼,Panjin,盘锦市,Liaoning,辽宁省
CNA1606,新生街道,41.1042,121.835,AirMonitoringStation,CN,China,中国,101071305,Xinglongtai,兴隆台,Panjin,盘锦市,Liaoning,辽宁省
CNA1607,龙港区,40.7136,120.9092,AirMonitoringStation,CN,China,中国,101071406,Longgang,龙港,Huludao,葫芦岛市,Liaoning,辽宁省
CNA1608,化工街,40.7514,120.8392,AirMonitoringStation,CN,China,中国,101071405,Lianshan,连山,Huludao,葫芦岛市,Liaoning,辽宁省
CNA1609,新区,40.715,120.8478,AirMonitoringStation,CN,China,中国,101071406,Longgang,龙港,Huludao,葫芦岛市,Liaoning,辽宁省
CNA1610,东城区,40.7736,120.8631,AirMonitoringStation,CN,China,中国,101071405,Lianshan,连山,Huludao,葫芦岛市,Liaoning,辽宁省
CNA1611,涂山街,24.9117,118.5819,AirMonitoringStation,CN,China,中国,101230512,Fengze,丰泽,Quanzhou,泉州市,Fujian,福建省
CNA1612,津头埔,24.8978,118.5972,AirMonitoringStation,CN,China,中国,101230512,Fengze,丰泽,Quanzhou,泉州市,Fujian,福建省
CNA1613,万安,24.9424,118.6663,AirMonitoringStation,CN,China,中国,101230512,Fengze,丰泽,Quanzhou,泉州市,Fujian,福建省
CNA1614,清源山,24.9617,118.6108,AirMonitoringStation,CN,China,中国,101230512,Fengze,丰泽,Quanzhou,泉州市,Fujian,福建省
CNA1616,技术学院,36.2289,117.6789,AirMonitoringStation,CN,China,中国,101121601,Laiwu,莱芜,Jinan,莱芜市,Shandong,山东省
CNA1618,沂河小区,35.0573,118.3418,AirMonitoringStation,CN,China,中国,101120911,Lanshan,兰山,Linyi,临沂市,Shandong,山东省
CNA1619,鲁南制药厂,35.0583,118.295,AirMonitoringStation,CN,China,中国,101120911,Lanshan,兰山,Linyi,临沂市,Shandong,山东省
CNA1620,新光毛纺厂,34.9817,118.2764,AirMonitoringStation,CN,China,中国,101120912,Luozhuang,罗庄,Linyi,临沂市,Shandong,山东省
CNA1621,河东保险公司,35.0896,118.4023,AirMonitoringStation,CN,China,中国,101120913,Hedong,河东,Linyi,临沂市,Shandong,山东省
CNA1622,儿童乐园,37.4664,116.3061,AirMonitoringStation,CN,China,中国,101120412,Decheng,德城,Dezhou,德州市,Shandong,山东省
CNA1624,监理站,37.4489,116.3189,AirMonitoringStation,CN,China,中国,101120412,Decheng,德城,Dezhou,德州市,Shandong,山东省
CNA1625,区政府,36.4372,115.9848,AirMonitoringStation,CN,China,中国,101121708,Dongchangfu,东昌府,Liaocheng,聊城市,Shandong,山东省
CNA1628,市环保局,37.3803,118.0062,AirMonitoringStation,CN,China,中国,101121108,Bincheng,滨城,Binzhou,滨州市,Shandong,山东省
CNA1629,第二水厂,37.3617,118.0018,AirMonitoringStation,CN,China,中国,101121108,Bincheng,滨城,Binzhou,滨州市,Shandong,山东省
CNA1630,北中新校,37.393,117.9776,AirMonitoringStation,CN,China,中国,101121108,Bincheng,滨城,Binzhou,滨州市,Shandong,山东省
CNA1631,人民公园,36.8088,118.0482,AirMonitoringStation,CN,China,中国,101120309,Zhangdian,张店,Zibo,淄博市,Shandong,山东省
CNA1632,东风化工厂,36.838,118.0448,AirMonitoringStation,CN,China,中国,101120309,Zhangdian,张店,Zibo,淄博市,Shandong,山东省
CNA1633,双山,36.497,117.8477,AirMonitoringStation,CN,China,中国,101120302,Zichuan,淄川,Zibo,淄博市,Shandong,山东省
CNA1634,气象站,36.6377,117.9544,AirMonitoringStation,CN,China,中国,101120305,Zhoucun,周村,Zibo,淄博市,Shandong,山东省
CNA1635,莆田园,36.8198,118.3092,AirMonitoringStation,CN,China,中国,101120308,Linzi,临淄,Zibo,淄博市,Shandong,山东省
CNA1636,三金集团,36.8041,117.8512,AirMonitoringStation,CN,China,中国,101120305,Zhoucun,周村,Zibo,淄博市,Shandong,山东省
CNA1637,市中区政府,34.864,117.5564,AirMonitoringStation,CN,China,中国,101121406,Shizhong,市中,Zaozhuang,威海市,Shandong,山东省
CNA1638,薛城环保局,34.7837,117.2852,AirMonitoringStation,CN,China,中国,101121402,Xuecheng,薛城,Zaozhuang,威海市,Shandong,山东省
CNA1639,峄城区政府,34.7745,117.5852,AirMonitoringStation,CN,China,中国,101121403,Yicheng,峄城,Zaozhuang,威海市,Shandong,山东省
CNA1640,台儿庄区环保局,34.5667,117.732,AirMonitoringStation,CN,China,中国,101121404,Taierzhuang,台儿庄,Zaozhuang,威海市,Shandong,山东省
CNA1641,山亭区环保局,35.0992,117.4518,AirMonitoringStation,CN,China,中国,101121407,Shanting,山亭,Zaozhuang,威海市,Shandong,山东省
CNA1642,开发区,37.5639,121.2514,AirMonitoringStation,CN,China,中国,101120508,Fushan,福山,Yantai,烟台市,Shandong,山东省
CNA1643,轴承厂,37.5433,121.3719,AirMonitoringStation,CN,China,中国,101120512,Zhifu,芝罘,Yantai,烟台市,Shandong,山东省
CNA1644,西郊化工站,37.5436,121.3181,AirMonitoringStation,CN,China,中国,101120508,Fushan,福山,Yantai,烟台市,Shandong,山东省
CNA1645,莱山环保局,37.4822,121.4478,AirMonitoringStation,CN,China,中国,101120512,Zhifu,芝罘,Yantai,烟台市,Shandong,山东省
CNA1646,福山环保局,37.4967,121.2611,AirMonitoringStation,CN,China,中国,101120508,Fushan,福山,Yantai,烟台市,Shandong,山东省
CNA1648,仲裁委,36.7019,119.12,AirMonitoringStation,CN,China,中国,101120613,Kuiwen,奎文,Weifang,潍坊市,Shandong,山东省
CNA1650,环保局,36.7008,119.1425,AirMonitoringStation,CN,China,中国,101120613,Kuiwen,奎文,Weifang,潍坊市,Shandong,山东省
CNA1652,寒亭监测站,36.7731,119.1939,AirMonitoringStation,CN,China,中国,101120611,Hanting,寒亭,Weifang,潍坊市,Shandong,山东省
CNA1653,火炬城,35.428,116.6305,AirMonitoringStation,CN,China,中国,101120705,Yanzhou,兖州,Jining,济宁市,Shandong,山东省
CNA1655,电化厂,35.4039,116.5546,AirMonitoringStation,CN,China,中国,101120702,Jiaxiang,嘉祥,Jining,济宁市,Shandong,山东省
CNA1656,监测站,36.1942,117.1436,AirMonitoringStation,CN,China,中国,101120807,Daiyue,岱岳,Taian,泰安市,Shandong,山东省
CNA1657,人口学校,36.2005,117.0877,AirMonitoringStation,CN,China,中国,101120807,Daiyue,岱岳,Taian,泰安市,Shandong,山东省
CNA1658,电力学校,36.1758,117.1081,AirMonitoringStation,CN,China,中国,101120803,Taishan,泰山,Taian,泰安市,Shandong,山东省
CNA1659,监测站,35.4178,119.4641,AirMonitoringStation,CN,China,中国,101121504,Donggang,东港,Rizhao,日照市,Shandong,山东省
CNA1660,市政府广场,35.4234,119.5198,AirMonitoringStation,CN,China,中国,101121504,Donggang,东港,Rizhao,日照市,Shandong,山东省
CNA1661,港务局,35.3962,119.54,AirMonitoringStation,CN,China,中国,101121504,Donggang,东港,Rizhao,日照市,Shandong,山东省
CNA1662,华夏技校,37.4294,122.1206,AirMonitoringStation,CN,China,中国,101121307,Huancui,环翠,Weihai,威海市,Shandong,山东省
CNA1663,山大分校,37.5325,122.0508,AirMonitoringStation,CN,China,中国,101121307,Huancui,环翠,Weihai,威海市,Shandong,山东省
CNA1664,市监测站,37.5072,122.1067,AirMonitoringStation,CN,China,中国,101121307,Huancui,环翠,Weihai,威海市,Shandong,山东省
CNA1665,西城阳光环保公司,37.4658,118.5019,AirMonitoringStation,CN,China,中国,101121203,Kenli,垦利,Dongying,东营市,Shandong,山东省
CNA1666,市环保局,37.4314,118.6672,AirMonitoringStation,CN,China,中国,101121201,Dongying,东营,Dongying,东营市,Shandong,山东省
CNA1667,耿井村,37.4442,118.5857,AirMonitoringStation,CN,China,中国,101121203,Kenli,垦利,Dongying,东营市,Shandong,山东省
CNA1669,市八中,24.769519,113.586606,AirMonitoringStation,CN,China,中国,101280210,Zhenjiang,浈江,Shaoguan,韶关市,Guangdong,广东省
CNA1670,碧湖山庄,24.81119444,113.5593889,AirMonitoringStation,CN,China,中国,101280210,Zhenjiang,浈江,Shaoguan,韶关市,Guangdong,广东省
CNA1671,园林处,24.795928,113.598061,AirMonitoringStation,CN,China,中国,101280211,Wujiang,武江,Shaoguan,韶关市,Guangdong,广东省
CNA1672,韶关学院,24.77908333,113.6734722,AirMonitoringStation,CN,China,中国,101280209,Qujiang,曲江,Shaoguan,韶关市,Guangdong,广东省
CNA1673,曲江监测站,24.68636111,113.5970833,AirMonitoringStation,CN,China,中国,101280209,Qujiang,曲江,Shaoguan,韶关市,Guangdong,广东省
CNA1674,金平子站,23.3667,116.6794,AirMonitoringStation,CN,China,中国,101280506,Jinping,金平,Shantou,汕头市,Guangdong,广东省
CNA1675,龙湖子站,23.3633,116.7244,AirMonitoringStation,CN,China,中国,101280506,Jinping,金平,Shantou,汕头市,Guangdong,广东省
CNA1676,濠江子站,23.2775,116.7258,AirMonitoringStation,CN,China,中国,101280507,Haojiang,濠江,Shantou,汕头市,Guangdong,广东省
CNA1677,澄海子站,23.4714,116.7519,AirMonitoringStation,CN,China,中国,101280503,Chenghai,澄海,Shantou,汕头市,Guangdong,广东省
CNA1678,潮阳子站,23.2539,116.6092,AirMonitoringStation,CN,China,中国,101280502,Chaoyang,潮阳,Shantou,汕头市,Guangdong,广东省
CNA1679,潮南子站,23.2536,116.4019,AirMonitoringStation,CN,China,中国,101280508,Chaonan,潮南,Shantou,汕头市,Guangdong,广东省
CNA1680,湛江影剧院,21.2706,110.3539,AirMonitoringStation,CN,China,中国,101281006,Chikan,赤坎,Zhanjiang,湛江市,Guangdong,广东省
CNA1681,市环境监测站,21.2228,110.3928,AirMonitoringStation,CN,China,中国,101281009,Xiashan,霞山,Zhanjiang,湛江市,Guangdong,广东省
CNA1682,环保局宿舍,21.1997,110.4019,AirMonitoringStation,CN,China,中国,101281009,Xiashan,霞山,Zhanjiang,湛江市,Guangdong,广东省
CNA1683,霞山游泳场,21.2028,110.4111,AirMonitoringStation,CN,China,中国,101281009,Xiashan,霞山,Zhanjiang,湛江市,Guangdong,广东省
CNA1684,麻章区环保局,21.2679,110.3316,AirMonitoringStation,CN,China,中国,101281010,Mazhang,麻章,Zhanjiang,湛江市,Guangdong,广东省
CNA1685,坡头区环保局,21.2567,110.4558,AirMonitoringStation,CN,China,中国,101281008,Potou,坡头,Zhanjiang,湛江市,Guangdong,广东省
CNA1686,市环保局茂港分局,21.4689,111.0286,AirMonitoringStation,CN,China,中国,101282004,Dianbai,电白,Maoming,茂名市,Guangdong,广东省
CNA1687,茂石化七小,21.6533,110.9294,AirMonitoringStation,CN,China,中国,101282007,Maonan,茂南,Maoming,茂名市,Guangdong,广东省
CNA1688,健康路,21.6669,110.9067,AirMonitoringStation,CN,China,中国,101282007,Maonan,茂南,Maoming,茂名市,Guangdong,广东省
CNA1689,高岭,21.6828,110.8592,AirMonitoringStation,CN,China,中国,101282007,Maonan,茂南,Maoming,茂名市,Guangdong,广东省
CNA1690,嘉应大学,24.3289,116.1278,AirMonitoringStation,CN,China,中国,101280405,Meijiang,梅江,Meizhou,梅州市,Guangdong,广东省
CNA1691,梅县新城,24.2719,116.0797,AirMonitoringStation,CN,China,中国,101280405,Meijiang,梅江,Meizhou,梅州市,Guangdong,广东省
CNA1692,环境监控中心,24.2654,116.1248,AirMonitoringStation,CN,China,中国,101280405,Meijiang,梅江,Meizhou,梅州市,Guangdong,广东省
CNA1693,市环保局,22.775,115.3653,AirMonitoringStation,CN,China,中国,101282101,Shanwei,汕尾,Shanwei,汕尾市,Guangdong,广东省
CNA1694,市政府,22.7898,115.3706,AirMonitoringStation,CN,China,中国,101282101,Shanwei,汕尾,Shanwei,汕尾市,Guangdong,广东省
CNA1695,新城中学,22.7925,115.3622,AirMonitoringStation,CN,China,中国,101282101,Shanwei,汕尾,Shanwei,汕尾市,Guangdong,广东省
CNA1696,源西,23.7569,114.6778,AirMonitoringStation,CN,China,中国,101281206,Dongyuan,东源,Heyuan,河源市,Guangdong,广东省
CNA1697,东埔,23.7586,114.6944,AirMonitoringStation,CN,China,中国,101281207,Yuancheng,源城,Heyuan,河源市,Guangdong,广东省
CNA1698,老城,23.7233,114.6892,AirMonitoringStation,CN,China,中国,101281207,Yuancheng,源城,Heyuan,河源市,Guangdong,广东省
CNA1699,鸳鸯湖,21.8586,111.9786,AirMonitoringStation,CN,China,中国,101281805,Jiangcheng,江城,Yangjiang,阳江市,Guangdong,广东省
CNA1700,南恩路,21.8536,111.9508,AirMonitoringStation,CN,China,中国,101281805,Jiangcheng,江城,Yangjiang,阳江市,Guangdong,广东省
