POI-Port-List-latest v1.0 update by 2020-12-12,,,,,,,,,,,,,,
POI_ID,POI_Name_EN,POI_Name_ZH,POI_Latitude,POI_Longitude,POI_Type,Country_code,Country_EN,Country_ZH,Location_Name_EN,Location_Name_ZH,Adm2_EN,Adm2_ZH,Adm1_EN,Adm1_ZH
P2704,venezuela-amuay,阿穆艾,11.75,-70.21667,Port,VE,Venezuela,委内瑞拉,Carirubana,Carirubana,,,Falcón,法尔孔州
P2767,venezuela-maracaibo approaches(malecon),马拉开波,11,-71.583336,Port,VE,Venezuela,委内瑞拉,Mara,Mara,,,Zulia,Zulia
P2979,panama-colon,科隆,9.35,-79.916664,Port,PA,Panama,巴拿马,Colón,科隆,,,Colón Province,科隆省
P2145,windward islands-fort-de-france,法兰西堡,14.583333,-61.05,Port,FR,France,法国,Fort-de-France,Fort-de-France,,,Martinique,马提尼克
P2469,leeward islands-pointe-a-pitre,皮特尔角城,16.233334,-61.533333,Port,FR,France,法国,Pointe-à-Pitre,皮特尔角城,,,Guadeloupe,瓜德罗普
P2772,puerto rico-san juan,圣胡安,18.466667,-66.01667,Port,PR,Puerto Rico,波多黎各,San Juan,圣胡安,,,San Juan,圣胡安
P2250,cuba-santiago,圣地亚哥,20.016666,-75.833336,Port,CU,Cuba,古巴,Santiago De Cuba,圣地亚哥-德古巴,,,Santiago de Cuba,圣地亚哥省
P2607,cuba-matanzas,马坦萨斯,23.066668,-81.55,Port,CU,Cuba,古巴,Matanzas,马坦萨斯,,,Matanzas,马坦萨斯省
P2657,cuba-maisi,迈西,20.233334,-74.15,Port,HT,Haiti,海地,Mole Saint-Nicolas,Mole Saint-Nicolas,,,North-West,西北省
P2404,atlantic ocean-bermuda(st.georges island),百慕大,32.383335,-64.7,Port,BM,Bermuda,百慕大群岛,Hamilton,汉密尔顿,,,Hamilton,汉密尔顿
P2463,u.s.a.-galveston,加尔维斯顿,29.316668,-94.8,Port,US,United States,美国,Galveston County,Galveston County,,,Texas,得克萨斯州
P2309,u.s.a.-mobile,莫比尔,30.683332,-88.03333,Port,US,United States,美国,Mobile County,莫比尔县,,,Alabama,亚拉巴马州
P2369,u.s.a.-key west,基韦斯特,24.55,-81.8,Port,US,United States,美国,Monroe County,门罗县,,,Florida,佛罗里达州
P2413,u.s.a.-miami harbor entrance,迈阿密港,25.766666,-80.13333,Port,US,United States,美国,Miami-Dade County,迈阿密-戴德县,,,Florida,佛罗里达州
P2294,u.s.a.-charleston,查尔斯顿,32.783333,-79.916664,Port,US,United States,美国,Charleston County,Charleston County,,,South Carolina,南卡罗莱纳
P2968,u.s.a.-hampton roads,汉普顿锚地,36.95,-76.333336,Port,US,United States,美国,Hampton,汉普顿,,,Virginia,Virginia
P2320,"u.s.a.-washington,d.c.",华盛顿特区,38.866665,-77.01667,Port,US,United States,美国,Washington,华盛顿,,,District of Columbia,哥伦比亚特区
P2328,u.s.a.-philadelphia,费城,39.95,-75.13333,Port,US,United States,美国,Philadelphia,费城,,,Pennsylvania,宾夕法尼亚州
P2435,u.s.a.-sandy hook,桑迪胡克,40.466667,-74.01667,Port,US,United States,美国,Highlands,Highlands,,,New Jersey,新泽西州
P2956,u.s.a.-boston,波士顿,42.35,-71.05,Port,US,United States,美国,Suffolk County,Suffolk County,,,Massachusetts,马萨诸塞州
P2282,"canada-saint john,n.b.",圣约翰,45.266666,-66.066666,Port,CA,Canada,加拿大,Saint John,圣约翰,,,New Brunswick,新不伦瑞克省
P2850,canada-yarmouth,雅茅斯,43.833332,-66.11667,Port,CA,Canada,加拿大,Yarmouth County,Yarmouth County,,,Nova Scotia,新斯科舍
P2492,canada-halifax,哈利法克斯,44.666668,-63.583332,Port,CA,Canada,加拿大,Halifax,哈利法克斯,,,Nova Scotia,新斯科舍
P2696,canada-northumberland strait-pictou,诺森伯兰海峡－皮克图,45.683334,-62.7,Port,CA,Canada,加拿大,Pictou,皮克图,,,Nova Scotia,新斯科舍省
P2844,canada-rustico,拉斯蒂科,46.466667,-63.283333,Port,CA,Canada,加拿大,Cornwall,康沃尔,,,Prince Edward Island,爱德华王子岛省
P2583,canada-pointe-au-pere,佩尔角,48.516666,-68.46667,Port,CA,Canada,加拿大,Bas-Saint-Laurent,Bas-Saint-Laurent,,,Quebec,魁北克
P2714,canada-quebec,魁北克,46.833332,-71.166664,Port,CA,Canada,加拿大,Capitale-Nationale,Capitale-Nationale,,,Quebec,魁北克
P2237,canada-sept iles,七岛港,50.216667,-66.4,Port,CA,Canada,加拿大,Côte-Nord,北岸,,,Quebec,魁北克
P2667,canada-harrington harbour,哈灵顿港,50.5,-59.483334,Port,CA,Canada,加拿大,Côte-Nord,北岸,,,Quebec,魁北克
P2392,canada-port aux basques,巴斯克斯港,47.583332,-59.15,Port,CA,Canada,加拿大,Mouse Island,Mouse Island,,,Newfoundland,纽芬兰
P2676,canada-argentia,阿真舍,47.3,-53.983334,Port,CA,Canada,加拿大,Argentia,Argentia,,,Newfoundland,纽芬兰
P2641,canada-st.johns harbour,圣约翰斯港,47.566666,-52.7,Port,CA,Canada,加拿大,St. Johns,圣约翰斯,,,Newfoundland and Labrador,纽芬兰-拉布拉多
P2546,canada-frobisher,弗罗比舍,63.716667,-68.53333,Port,CA,Canada,加拿大,Iqaluit,伊魁特,,,Nunavut,努纳武特
P2457,greenland-godthaab,戈特霍布,64.183334,-51.75,Port,GL,Greenland,格陵兰,Nuuk,努克,,,Sermersooq,Sermersooq
P2291,greenland-angmagssalik,昂马沙利克,65.61667,-37.616665,Port,GL,Greenland,格陵兰,Tasiilaq,Tasiilaq,,,Sermersooq,Sermersooq
P2904,greenland-finsch island,芬什岛,73.98333,-21.133333,Port,GL,Greenland,格陵兰,Zackenberg,Zackenberg,,,Northeast Greenland National Park,东北格陵兰国家公园
P2331,azores-santa.cruz,圣克鲁斯,39.45,-31.116667,Port,PT,port-tideugal,葡萄牙,Santa Cruz Das Flores,Santa Cruz Das Flores,,,Azores,亚速尔群岛
P2465,azores-ponta delgada,蓬塔德尔加达,37.733334,-25.666666,Port,PT,port-tideugal,葡萄牙,Ponta Delgada,蓬塔德尔加达,,,Azores,亚速尔群岛
P2729,madeira islands-porto do funchal,丰沙尔港,32.633335,-16.9,Port,PT,port-tideugal,葡萄牙,Funchal,Funchal,,,Madeira,马德拉
P2730,cape verde islands－porto grande de s.vicente,圣维森特大港,16.883333,-25,Port,CV,Cape Verde,佛得角,Mindelo,明德卢,,,São Vicente,圣维森特县
P2206,morocco-dar-el-beida(casablanca),达尔贝达,33.6,-7.616667,Port,MA,Morocco,摩洛哥,Casablanca,达尔贝达,,,Casablanca-Settat,Casablanca-Settat
P2241,mauritania-nouakchott,努瓦克肖特,18.033333,-16.033333,Port,MR,Mauritania,毛里塔尼亚,Nouakchott,Nouakchott,,,Nouakchott,Nouakchott
P2132,senegal-dakar,达喀尔,14.666667,-17.416666,Port,SN,Senegal,塞内加尔,Dakar Department,Dakar Department,,,Dakar,达喀尔区
P2975,guinea-bissau-ilheu de caio,卡约岛,11.833333,-16.316668,Port,GW,Guinea-Bissau,几内亚比绍,Canchungo,Canchungo,,,Cacheu,卡谢乌区
P2833,guinea-bissau-porto de bubaque,布巴克港,11.3,-15.833333,Port,GW,Guinea-Bissau,几内亚比绍,Bubaque,Bubaque,,,Bolama,博拉马区
P2994,guinea-conakry,科纳克里,9.5,-13.716666,Port,GN,Guinea,几内亚,Conakry,科纳克里,,,Conakry,科纳克里
P2765,sierra leone-freetown,弗里敦,8.5,-13.233334,Port,SL,Sierra Leone,塞拉利昂,Freetown,弗里敦,,,Western Area,西部区
P2999,cote divoire-abidjan,阿比让,5.25,-4,Port,CI,Ivory Coast,科特迪瓦,Abidjan,阿比让,,,Lagunes region,泻湖
P2823,ghana-takoradi,塔科拉迪,4.883333,-1.75,Port,GH,Ghana,加纳,Takoradi,塔科拉迪,,,Western,西部地区
P2215,nigeria-bonny town,邦尼镇,4.45,7.1666665,Port,NG,Nigeria,尼日利亚,Bonny,波尼,,,Rivers,河流州
P2561,cameroun-douala,杜阿拉,4.05,9.666667,Port,CM,Cameroon,喀麦隆,Douala,杜阿拉,,,Littoral,滨海区
P2655,sao tome e principe-baia de s.antonio,圣安东尼奥湾,1.65,7.4166665,Port,ST,São Tomé and Príncipe,圣多美和普林西比,Santo Antonio,圣安东尼奥,,,Príncipe,普林西比岛
P2258,san tome e principe－baia de ana chaves,安娜沙维什湾,0.35,6.75,Port,ST,São Tomé and Príncipe,圣多美和普林西比,São Tomé,São Tomé,,,São Tomé Province,São Tomé Province
P2577,republic of gabon-libreville,利伯维尔,0.38333333,9.433333,Port,GA,Gabon,加蓬,Libreville,Libreville,,,Estuaire Province,Estuaire Province
P2856,republic of the congo- pointe noire,黑角,-4.7833333,11.833333,Port,CG,Republic of the Congo,刚果共和国,Pointe-Noire,黑角,,,Pointe-Noire,黑角
P2274,angola-porto de luanda,罗安达港,-8.783334,13.233334,Port,AO,Angola,安哥拉,Luanda,罗安达,,,Luanda Province,罗安达省
P2690,angola-porto do lobito,洛比托港,-12.333333,13.566667,Port,AO,Angola,安哥拉,Lobito,洛比托,,,Benguela,本吉拉省
P2514,namibia-walvis bay,鲸湾港,-22.95,14.5,Port,NA,Namibia,纳米比亚,Walvis Bay,鲸湾港,,,Erongo,埃龙戈区
P2812,south africa-cape town,开普敦,-33.9,18.433332,Port,ZA,South Africa,南非,Cape Town,开普敦,,,Western Cape,西开普省
P2698,south africa-east london,东伦敦,-33.033333,27.916666,Port,ZA,South Africa,南非,Duncan Village,邓肯村,,,Eastern Cape,东开普省
P2596,south africa-durban,德班,-29.866667,31.05,Port,ZA,South Africa,南非,eThekwini,德班大都会自治市,,,KwaZulu-Natal,夸祖鲁-纳塔尔省
P2858,mocambique-porto do maputo,马普托港,-25.983334,32.566666,Port,MZ,Mozambique,莫桑比克,Maputo,马普托,,,Maputo,马普托
P2771,mocambique-beira,贝拉,-19.816668,34.833332,Port,MZ,Mozambique,莫桑比克,Beira,贝拉,,,Sofala,索法拉省
P2917,mocambique-porto de mocambique,莫桑比克港,-15.033334,40.733334,Port,MZ,Mozambique,莫桑比克,Island of Mozambique,莫桑比克岛,,,Nampula,楠普拉
P2854,madagascar-andoany,安杜阿尼,-13.4,48.3,Port,MG,Madagascar,马达加斯加,Hell-Ville,埃尔维尔,,,Antsiranana,安齐拉纳纳省
P2358,madagascar-toliara,图莱亚尔,-23.383333,43.666668,Port,MG,Madagascar,马达加斯加,Toliara,图利亚拉,,,Toliara Province,Toliara Province
P2476,madagascar-toamasina,图阿马西纳,-18.133333,49.433334,Port,MG,Madagascar,马达加斯加,Toamasina,Toamasina,,,Toamasina Province,图阿马西纳省
P2978,madagascar-antsiranana,安采拉纳纳,-12.25,49.316666,Port,MG,Madagascar,马达加斯加,Antsiranana,安齐拉纳纳,,,Antsiranana Province,Antsiranana Province
P2625,la reunion-pointe des galets,加莱角,-20.916666,55.283333,Port,RE,Reunion,留尼旺,Le port-tide,勒波尔,,,Saint-Paul,圣保罗
P2863,mayotte-dzaoudzi,藻德济,-12.783334,45.25,Port,FR,France,法国,Mamoudzou,马穆楚,,,Mayotte,马约特
P2614,ceychelles-port victoria,维多利亚港,-4.616667,55.45,Port,SC,Seychelles,赛舌尔,Victoria,维多利亚,,,Bel Air,贝尔艾尔区
P2296,tanzania-dar es salaam,达累斯萨拉姆,-6.8333335,39.283333,Port,TZ,Tanzania,坦桑尼亚,Dar es Salaam,Dar es Salaam,,,Dar es Salaam,Dar es Salaam
P2525,kenya-kilindini,基林迪尼,-4.0666666,39.65,Port,KE,Kenya,肯尼亚,Mombasa,蒙巴萨,,,Coast Province,Coast Province
