POI-Port-List-latest v1.0 update by 2020-12-12,,,,,,,,,,,,,,
POI_ID,POI_Name_EN,POI_Name_ZH,POI_Latitude,POI_Longitude,POI_Type,Country_code,Country_EN,Country_ZH,Location_Name_EN,Location_Name_ZH,Adm2_EN,Adm2_ZH,Adm1_EN,Adm1_ZH
P2412,canada-tofino,托菲诺,49.15,-125.916664,Port,CA,Canada,加拿大,Estevan Point,Estevan Point,,,British Columbia,不列颠哥伦比亚省
P2230,canada-victoria,维多利亚,48.416668,-123.36667,Port,CA,Canada,加拿大,Victoria,维多利亚,,,British Columbia,British Columbia
P2887,canada-vancouver harbour,温哥华港,49.283333,-123.11667,Port,CA,Canada,加拿大,Vancouver,温哥华,,,British Columbia,不列颠哥伦比亚省
P2212,u.s.a.-seattle,西雅图,47.6,-122.333336,Port,US,United States,美国,King County,金县,,,Washington,华盛顿州
P2152,u.s.a.-astoria,阿斯托里亚,46.2,-123.76667,Port,US,United States,美国,Clatsop County,克拉特索普县,,,Oregon,Oregon
P2617,u.s.a.-san francisco,圣弗朗西斯科,37.8,-122.45,Port,US,United States,美国,San Francisco,旧金山,,,California,加利福尼亚（加州）
P2155,u.s.a.-los angeles,洛杉矶,33.716667,-118.26667,Port,US,United States,美国,Lomita,洛米塔,,,California,加利福尼亚（加州）
P2486,u.s.a.-san diego,圣迭戈,32.716667,-117.166664,Port,US,United States,美国,San Diego,圣地亚哥,,,California,加利福尼亚（加州）
P2859,salvador-la union,拉乌尼翁,13.333333,-87.816666,Port,SV,El Salvador,萨尔瓦多,La Unión,拉乌尼翁,,,La Unión Department,拉乌尼翁省
P2701,panama-balboa,巴尔博亚,8.95,-79.566666,Port,PA,Panama,巴拿马,Arraijan,阿赖汉,,,Panamá Oeste,Panamá Oeste
P2654,chile-valparaiso,瓦尔帕莱索,-33.033333,-71.63333,Port,CL,Chile,智利,Valparaíso,瓦尔帕莱索,,,Valparaíso Region,瓦尔帕莱索大区
P2937,chile-puerto montt,蒙特港,-41.483334,-72.96667,Port,CL,Chile,智利,Puerto Montt,Puerto Montt,,,Los Lagos Region,Los Lagos Region
P2927,null,合恩角,-55.516666,-68.083336,Port,CL,Chile,智利,Antártica Chilena Province,Antártica Chilena Province,,,Magellan and the Chilean Antarctic Region,Magellan and the Chilean Antarctic Region
P2950,sumatera-air musi(outer bar),穆西河,-2.2333333,104.933334,Port,ID,Indonesia,印度尼西亚,Mentok,门托克,,,Bangka–Belitung Islands,邦加-勿里洞省
P2741,west malaysia-pinang,槟城,5.4166665,100.35,Port,MY,Malaysia,马来西亚,Barat Daya Pulau Pinang,null,,,Penang,槟城
P2949,west malaysia-port kelang,巴生港,3.0333333,101.35,Port,MY,Malaysia,马来西亚,Klang,巴生港,,,Klang,雪兰莪
P2521,west malaysia-port dickson,波德申,2.5166667,101.78333,Port,MY,Malaysia,马来西亚,port-tide Dickson,波德申,,,Negeri Sembilan,森美兰
P2261,west malaysia-kuala batu pahat,瓜拉巴株巴辖,1.7666667,102.88333,Port,MY,Malaysia,马来西亚,Batu Pahat,峇株巴辖,,,Johor,柔佛州
P2167,singapore-keppel harbour,克佩尔港,1.2666667,103.816666,Port,SG,Singapore,新加坡,Singapore,新加坡,,,Central Singapore,新加坡
P2470,west malaysia-tanjung gelang,宜兰角,3.9833333,103.416664,Port,MY,Malaysia,马来西亚,Kuantan,关丹,,,Pahang,彭亨
P2231,west malaysia-trengganu,丁加奴,5.35,103.13333,Port,MY,Malaysia,马来西亚,Seberang Peraio Selatan,null,,,Penang,槟城
P2344,thailand-bangkok bar,曼谷沙渚,13.45,100.6,Port,TH,Thailand,泰国,Phra Samut Chedi,帕沙没则滴,,,Samut Prakan,北揽
P2635,vietnam-muivung tau,头顿角,10.333333,107.066666,Port,VN,Vietnam,越南,Vung Tau,头顿市,,,Bà Rịa - Vũng Tàu,巴地头顿省
P2107,vietnam-hon nieu,宇岛,18.8,105.76667,Port,VN,Vietnam,越南,Vinh,荣市,,,Nghệ An,Nghệ An
P2748,vietnam-cua cam approaches (hon dau),哑门附近,20.666666,106.816666,Port,VN,Vietnam,越南,Haiphong,海防市,,,Haiphong,海防市
P2626,philippine-cebu,宿务,10.3,123.9,Port,PH,Philippines,菲律宾,Cebu City,宿雾市,,,Cebu,宿务
P2658,philippine-manila,马尼拉,14.583333,120.96667,Port,PH,Philippines,菲律宾,Manila,马尼拉,,,Metro Manila,马尼拉大都会
P2114,philippine-davao,达沃,7.0833335,125.63333,Port,PH,Philippines,菲律宾,Davao City,Davao City,,,Davao Region,Davao Region
P2321,philippine-jolo,霍洛岛,6.0666666,121,Port,PH,Philippines,菲律宾,Jolo,霍洛,,,Sulu,苏禄
P2778,kalimantan-sandakan,山打根,5.8333335,118.11667,Port,MY,Malaysia,马来西亚,Sandakan,山打根,,,Sabah,沙巴
P2710,kalimantan-labuan,纳闽岛,5.2833333,115.25,Port,MY,Malaysia,马来西亚,Gersik,null,,,Labuan,纳闽
P2140,kalimantan-miri,米里,4.4,113.98333,Port,MY,Malaysia,马来西亚,Miri,美里,,,Sarawak,砂拉越
P2933,kalimantan-sungai sarawak,沙捞越河,1.75,110.5,Port,MY,Malaysia,马来西亚,Kabong,加榜,,,Sarawak,砂拉越
P2424,kalimantan-sungai barito(outer bar),巴里托河,-3.5666666,114.48333,Port,ID,Indonesia,印度尼西亚,Banjarmasin,马辰,,,South Kalimantan,南加里曼丹省
P2708,kalimantan-balik papan,巴厘巴板,-1.2666667,116.8,Port,ID,Indonesia,印度尼西亚,Balikpapan Selatan,Balikpapan Selatan,,,East Kalimantan,东加里曼丹省
P2815,kalimantan-sungai kutei,库堤河,-0.7,117.5,Port,ID,Indonesia,印度尼西亚,Samarinda,沙马林达,,,East Kalimantan,东加里曼丹省
P2323,java-djakarta(tanjung priok),雅加达,-6.1,106.86667,Port,ID,Indonesia,印度尼西亚,Jakarta,雅加达,,,Jakarta,雅加达
P2924,java-surabaya,泗水,-7.2,112.73333,Port,ID,Indonesia,印度尼西亚,Kamal,卡马尔,,,East Java,东爪哇省
P2805,java-karang djamuang,卡朗查芒,-6.9333334,112.73333,Port,ID,Indonesia,印度尼西亚,Bangkalan,邦卡兰,,,East Java,东爪哇省
P2356,papua new guinea-port moresby,莫尔兹比港,-9.483334,147.13333,Port,PG,Papua New Guinea,巴布亚新几内亚,port-tide Moresby,莫尔兹比港,,,National Capital,莫尔兹比港
P2624,bismarck archipelago-seeadler harbour,泽阿德勒港,-2.0166667,147.26666,Port,PG,Papua New Guinea,巴布亚新几内亚,Lorengau,洛伦高,,,Manus Province,马努斯省
P2542,vanuatu-vila harbour,维拉港,-17.75,168.3,Port,VU,Vanuatu,瓦努阿图,port-tide Vila,维拉港,,,Shefa,谢法省
P2226,australia-twin island,特温岛,-10.466666,142.43333,Port,AU,Australia,澳大利亚,Shire of Torres,Shire of Torres,,,Queensland,昆士兰州
P2223,australia-thursday island,星期四岛,-10.583333,142.21666,Port,AU,Australia,澳大利亚,Shire of Torres,Shire of Torres,,,Queensland,昆士兰州
P2396,australia-goods island,古兹岛,-10.566667,142.16667,Port,AU,Australia,澳大利亚,Shire of Torres,Shire of Torres,,,Queensland,昆士兰州
P2268,australia-townsville,汤斯维尔,-19.25,146.83333,Port,AU,Australia,澳大利亚,City of Townsville,汤斯维尔市政府,,,Queensland,昆士兰州
P2489,australia-mackay outer harbour,麦凯外港,-21.116667,149.23334,Port,AU,Australia,澳大利亚,Mackay Region,Mackay Region,,,Queensland,昆士兰州
P2376,australia-brisbane bar,布里斯班沙渚,-27.366667,153.16667,Port,AU,Australia,澳大利亚,Brisbane,布里斯班,,,Queensland,昆士兰州
P2227,australia-newcastle,纽卡斯尔,-32.933334,151.78334,Port,AU,Australia,澳大利亚,City of Newcastle,City of Newcastle,,,New South Wales,新南威尔士州
P2446,australia-sydney,悉尼,-33.85,151.23334,Port,AU,Australia,澳大利亚,Sydney,悉尼,,,New South Wales,新南威尔士
P2147,australia-port phillip heads,菲利浦港,-38.3,144.61667,Port,AU,Australia,澳大利亚,Borough of Queenscliffe,Borough of Queenscliffe,,,Victoria,维多利亚州
P2548,australia-port phillip(melbourne),菲利浦港-墨尔本,-37.866665,144.86667,Port,AU,Australia,澳大利亚,City of Hobsons Bay,City of Hobsons Bay,,,Victoria,维多利亚州
P2921,australia-mersey river(devonport),莫西河,-41.183334,146.36667,Port,AU,Australia,澳大利亚,Devonport-tide,德文港,,,Tasmania,塔斯马尼亚
P2154,australia-port adelaide(outer harbour),阿德莱德外港,-34.783333,138.48334,Port,AU,Australia,澳大利亚,Adelaide,阿德莱德,,,South Australia,南澳大利亚
P2390,australia-wallaroo,沃拉鲁,-33.9,137.6,Port,AU,Australia,澳大利亚,Wallaroo,Wallaroo,,,South Australia,南澳大利亚
P2762,australia-whyalla,怀阿拉,-33.016666,137.6,Port,AU,Australia,澳大利亚,Whyalla,怀阿拉,,,South Australia,南澳大利亚
P2881,australia-port lincoln,林肯港,-34.716667,135.86667,Port,AU,Australia,澳大利亚,port-tide Lincoln,port-tide Lincoln,,,South Australia,南澳大利亚州
P2989,australia-darwin,达尔文,-12.466666,130.85,Port,AU,Australia,澳大利亚,Darwin,达尔文,,,Northern Territory,东北地区
P2194,australia-weipa,韦帕,-12.666667,141.88333,Port,AU,Australia,澳大利亚,Aboriginal Shire of Napranum,Aboriginal Shire of Napranum,,,Queensland,昆士兰州
P2233,new zealand-auckland,奥克兰,-36.85,174.76666,Port,NZ,New Zealand,新西兰,Auckland,奥克兰都会区,,,Auckland,奥克兰大区
P2179,new zealand-wellington,惠灵顿,-41.283333,174.78334,Port,NZ,New Zealand,新西兰,Wellington,惠灵顿,,,Wellington,惠灵顿大区
P2755,new zealand-port lyttelton,利特尔顿港,-43.6,172.71666,Port,NZ,New Zealand,新西兰,Christchurch,克赖斯特彻奇,,,Canterbury Region,坎特伯雷
P2541,new zealand-bluff,布拉夫,-46.6,168.35,Port,NZ,New Zealand,新西兰,Invercargill,Invercargill,,,Southland Region,南地大区
P2918,samoa-apia,阿皮亚,-13.816667,-171.76666,Port,WS,Samoa,萨摩亚,Vaiusu,Vaiusu,,,Tuamasaga,图阿马萨加
P2171,fiji islands-suva harbour,苏瓦港,-18.133333,178.43333,Port,FJ,Fiji,斐济,Suva,苏瓦,,,Central Division,Central Division
P2973,caroline islands-dublon island,杜布隆岛,7.366667,151.55,Port,FM,Federated States of Micronesia,密克罗尼西亚联邦,Weno,维诺,,,Chuuk State,丘克州
P2157,marianas islands-guam,关岛,13.433333,144.65,Port,GU,Guam,关岛,Santa Rita,Santa Rita,,,Santa Rita,Santa Rita
P2438,hawaiian islands-honolulu,火奴鲁鲁,21.3,-157.86667,Port,US,United States,美国,Honolulu County,檀香山市县,,,Hawaii,夏威夷州
P2445,antarctica-great wall station,长城站,-62.216667,-58.95,Port,AQ,Antarctica,南极,Artigas Station,Artigas Station,,,Antarctica,南极洲
P2316,"thailand,west coast-ao nang",奥南,8.016666,98.833336,Port,TH,Thailand,泰国,Krabi,甲米,,,Krabi,甲米府
P2960,"thailand,west coast-pak nam ranong",拉廊河口,9.95,98.6,Port,TH,Thailand,泰国,Ranong,拉廊,,,Ranong,拉廊府
P2922,iles kerguelen-port-aux-francais,法兰西港,-49.35,70.21667,Port,FR,France,法国,port-tide-aux-Français,法兰西港,,,French Southern and Antarctic Lands,法属南部和南极领地
P2588,myanma-mergui,丹老,12.433333,98.6,Port,MM,Myanmar,缅甸,Myeik,丹老,,,Tanintharyi,德林达依
P2388,myanma-elephant point,象角,16.483334,96.3,Port,MM,Myanmar,缅甸,Thanlyin,沙廉,,,Yangon,仰光省
P2636,bangladesh-chittagong,吉大港,22.333334,91.833336,Port,BD,Bangladesh,孟加拉国,Chittagong,Chittagong,,,Chittagong Division,吉大港专区
P2229,india-sagar roads,萨格尔锚地,21.65,88.05,Port,IN,India,印度,Contai,琼泰,,,West Bengal,西孟加拉邦
P2384,india-madras,马德拉斯,13.1,80.3,Port,IN,India,印度,Chennai,金奈,,,Tamil Nadu,泰米尔纳德邦
P2478,sri lanka-trincomalee,亭可马里,8.55,81.21667,Port,LK,Sri Lanka,斯里兰卡,Trincomalee,亭可马里,,,Eastern Province,东部省
P2599,sri lanka-colombo,科伦坡,6.95,79.85,Port,LK,Sri Lanka,斯里兰卡,Colombo,科伦坡,,,Western Province,西部省
P2508,india-cochin,科钦,9.966666,76.26667,Port,IN,India,印度,Kochi,柯枝,,,Kerala,喀拉拉邦
P2668,india -bombay,孟买,18.916666,72.833336,Port,IN,India,印度,Mumbai,孟买,,,Maharashtra,马哈拉施特拉邦
P2747,india -bhavnagar,包纳加尔,21.75,72.23333,Port,IN,India,印度,Ghogha,Ghogha,,,Gujarat,古吉拉特邦
P2141,pakistan-muhammed bin qasim port entrance,穆罕默德宾加西姆港-口,24.7,67.15,Port,PK,Pakistan,巴基斯坦,Karachi,卡拉奇,,,Sindh,Sindh
P2239,pakistan-muhammed bin qasim port (pipri),穆罕默德宾加西姆港-比布里,24.783333,67.35,Port,PK,Pakistan,巴基斯坦,Karachi,卡拉奇,,,Sindh,Sindh
P2405,pakistan-karachi,卡拉奇,24.8,66.96667,Port,PK,Pakistan,巴基斯坦,Karachi,卡拉奇,,,Sindh,Sindh
P2963,pakistan-pasni,伯斯尼,25.266666,63.483334,Port,PK,Pakistan,巴基斯坦,Pasni,伯斯尼,,,Balochistan,俾路支省
P2865,pakistan-gwadar,瓜德尔,25.116667,62.333332,Port,PK,Pakistan,巴基斯坦,Gwadar,瓜德尔,,,Balochistan,俾路支省
P2105,iran-bandar shahid rejaie,沙希德拉贾伊港,27.1,56.066666,Port,IR,Iran,伊朗,Dogerdan,多格尔丹,,,Hormozgan,霍尔木兹甘省
P2970,iran- jazireh ye khark,哈尔克岛,29.266666,50.333332,Port,IR,Iran,伊朗,Khark,哈尔克,,,Bushehr,布什尔省
P2505,iran-khowr-e  musa bar,穆萨湾,30,49.05,Port,IR,Iran,伊朗,Mahshahr County,Mahshahr County,,,Khuzestan Province,胡齐斯坦省
P2623,shatt al arab(outer bar),阿拉伯河,29.833334,48.716667,Port,IQ,Iraq,伊拉克,Al Faw,Al Faw,,,Basra,巴士拉省
P2637,kuwait-mina al ahmadi,艾哈迈迪港,29.066668,48.166668,Port,KW,Kuwait,科威特,Al Fahahil,富海希勒,,,Ahmadi,艾哈迈迪省
P2295,kuwait-mina saud,塞欧德港,28.733334,48.4,Port,SA,Saudi Arabia,沙特阿拉伯,Khafji,哈夫吉,,,Ash Sharqīyah,东部省
P2516,saudi arabia-ras tannurah,拉斯坦努拉,26.633333,50.166668,Port,SA,Saudi Arabia,沙特阿拉伯,Rahimah,Rahimah,,,Ash Sharqīyah,东部省
P2685,bahrain island-mina salman,塞勒曼港,26.2,50.6,Port,BH,Bahrain,巴林,Manama,麦纳麦,,,Capital Governorate,Capital Governorate
P2997,qatar-musayid(outer channel entrance),乌姆赛义德,25.033333,51.65,Port,QA,Qatar,卡塔尔,Mesaieed,梅赛伊德,,,Mesaieed,梅赛伊德
P2976,uae-mina jebel ali,米纳杰贝勒阿里,25,55.05,Port,AE,United Arab Emirates,阿拉伯联合酋长国,Dubai,迪拜,,,Dubai,迪拜
P2752,oman-mina qaboos,吉卜什港,23.616667,58.566666,Port,OM,Oman,阿曼,Muscat,马斯喀特,,,Muscat,马斯喀特
P2452,yemen-aden,亚丁,12.783334,44.983334,Port,YE,Yemen,也门,Aden,亚丁,,,Adan Governorate,亚丁省
P2986,djibouti-djibouti,吉布提,11.583333,43.15,Port,DJ,Djibouti,吉布提,Djibouti,Djibouti,,,Djibouti Region,Djibouti Region
P2381,egypt-suez,苏伊士,29.933332,32.55,Port,EG,Egypt,埃及,Suez,苏伊士,,,Suez Governorate,苏伊士省
P2407,italy-venezia(venice),威尼斯,45.433334,12.333333,Port,IT,Italy,意大利,Venice,威尼斯,,,Veneto,威尼托
P2686,tunisie-sfax,斯法克斯,34.733334,10.766666,Port,TN,Tunisia,突尼斯,Sfax,Sfax,,,Sfax Governorate,斯法克斯省
P2287,france-toulon,土伦,43.116665,5.9166665,Port,FR,France,法国,Var,Var,,,Provence-Alpes-Côte dAzur,普罗旺斯-阿尔卑斯-蓝色海岸大区
P2394,spain-gibraltar,直布罗陀,36.133335,-5.35,Port,GI,Gibraltar,直布罗陀,Gibraltar,直布罗陀,,,Gibraltar,直布罗陀
P2984,portugal-lisbon,葡萄牙-里斯本,38.716667,-9.116667,Port,PT,port-tideugal,葡萄牙,Lisbon,Lisbon,,,Lisbon District,里斯本区
P2832,france-pointe de grave,格拉沃角,45.566666,-1.0666667,Port,FR,France,法国,Gironde,吉伦特省,,,Nouvelle-Aquitaine,新阿基坦大区
P2807,france-la rochelle-pallice,拉罗谢尔－帕利斯,46.166668,-1.2166667,Port,FR,France,法国,Charente-Maritime,滨海夏朗德省,,,Nouvelle-Aquitaine,新阿基坦大区
P2757,france-saint-nazaire,圣纳泽尔,47.266666,-2.2,Port,FR,France,法国,Loire-Atlantique,大西洋卢瓦尔省,,,Pays de la Loire,卢瓦尔河地区大区
P2308,france-brest,布雷斯特,48.383335,-4.5,Port,FR,France,法国,Finistère,菲尼斯泰尔省,,,Brittany,布列塔尼大区
P2324,france-saint-malo,圣马洛,48.633335,-2.0333333,Port,FR,France,法国,Ille-et-Vilaine,伊勒-维莱讷省,,,Brittany,布列塔尼大区
P2158,st-helier,圣赫利尔 ,49.183334,-2.1166666,Port,JE,Jersey,泽西岛,Saint Helier,圣赫利尔,,,Saint Helier,圣赫利尔
P2370,france-cherbourg,瑟堡,49.65,-1.6333333,Port,FR,France,法国,Manche,芒什省,,,Normandy,诺曼底大区
P2493,france-le havre,勒阿弗尔,49.483334,0.11666667,Port,FR,France,法国,Seine-Maritime,Seine-Maritime,,,Normandy,诺曼底大区
P2108,france-dieppe,迪耶普,49.933334,1.0833334,Port,FR,France,法国,Seine-Maritime,Seine-Maritime,,,Normandy,诺曼底大区
P2283,france-boulogne,布洛涅,50.733334,1.5833334,Port,FR,France,法国,Boulogne-sur-Mer,滨海布洛涅,,,Pas-de-Calais,加来海峡省
P2198,france-calais,加来,50.966667,1.85,Port,FR,France,法国,Pas-de-Calais,Pas-de-Calais,,,Hauts-de-France,上法兰西大区
P2190,france-dunkerque,敦刻尔克,51.05,2.3666666,Port,FR,France,法国,Nord,诺尔,,,Hauts-de-France,上法兰西大区
P2847,england-dover,多佛尔,51.116665,1.3166667,Port,GB,United Kingdom,英国,South East England,东南英格兰,,,England,英格兰
P2466,england-margate,马盖特,51.383335,1.3833333,Port,GB,United Kingdom,英国,South East England,东南英格兰,,,England,英格兰
P2507,england-sheerness,希尔内斯,51.45,0.75,Port,GB,United Kingdom,英国,Sheerness,施尔尼斯,,,Kent,Kent
P2379,england-london bridge,伦敦桥,51.5,-0.08333333,Port,GB,United Kingdom,英国,London,London,,,England,英格兰
P2252,england-walton-on-the-naze,内兹岬附近－沃尔顿,51.85,1.2833333,Port,GB,United Kingdom,英国,Frinton-on-Sea,滨海弗林顿,,,Essex,Essex
P2213,england-harwich,哈里奇,51.95,1.2833333,Port,GB,United Kingdom,英国,Harwich,哈里奇,,,Essex,Essex
P2719,england-lowestoft,洛斯托夫特,52.466667,1.75,Port,GB,United Kingdom,英国,East of England,東英格蘭,,,England,英格兰
P2629,england-immingham,伊明赫姆,53.633335,-0.18333334,Port,GB,United Kingdom,英国,Immingham,伊明汉姆,,,North East Lincolnshire,东北林肯郡
P2163,england-river tees entrance,蒂斯河口,54.633335,-1.15,Port,GB,United Kingdom,英国,Yorkshire and the Humber,约克郡-亨伯,,,England,英格兰
P2906,england-river tyne(north shields),泰恩河畔,55,-1.4333333,Port,GB,United Kingdom,英国,North East England,东北英格兰,,,England,英格兰
P2136,scotland-leith,利斯,55.983334,-3.1833334,Port,GB,United Kingdom,英国,Edinburgh,爱丁堡,,,Scotland,苏格兰
P2401,scotland-rosyth,罗赛斯,56.016666,-3.45,Port,GB,United Kingdom,英国,Rosyth,罗赛斯,,,Fife,法夫
P2406,scotland-aberdeen,阿伯丁,57.15,-2.0666666,Port,GB,United Kingdom,英国,Aberdeenshire,阿伯丁郡,,,Scotland,苏格兰
P2564,scotland-lerwick,勒威克,60.15,-1.1333333,Port,GB,United Kingdom,英国,Shetland Islands,设得兰,,,Scotland,苏格兰
P2269,scotland-oban,奥本,56.416668,-5.483333,Port,GB,United Kingdom,英国,Oban,奥本,,,Argyll and Bute,Argyll and Bute
P2279,scotland-greenock,格里诺克,55.95,-4.766667,Port,GB,United Kingdom,英国,Inverclyde,因弗克莱德,,,Scotland,苏格兰
P2148,england-liverpool,利物浦,53.4,-3.0166667,Port,GB,United Kingdom,英国,North West England,西北英格蘭,,,England,英格兰
P2211,wales-holyhead,霍利黑德,53.316666,-4.616667,Port,GB,United Kingdom,英国,Holyhead/caergybi,霍利黑德/卡尔吉比,,,Isle of Anglesey,Isle of Anglesey
P2506,wales-milford haven,米尔福德港,51.7,-5.05,Port,GB,United Kingdom,英国,Milford Haven,米尔福德港,,,Pembrokeshire,彭布罗克郡
P2339,wales-swansea,斯旺西,51.616665,-3.9166667,Port,GB,United Kingdom,英国,Swansea,斯旺西,,,Swansea,斯旺西
P2427,england-port of bristol(avonmouth),布里斯托尔港,51.5,-2.7333333,Port,GB,United Kingdom,英国,port-tideishead,波蒂斯黑德,,,North Somerset,North Somerset
P2221,ireland-dublin,都柏林,53.35,-6.2166667,Port,IE,Ireland,爱尔兰,Dublin,Dublin,,,County Dublin,都柏林地区
P2151,northern ireland-belfast,贝尔法斯特,54.6,-5.9166665,Port,GB,United Kingdom,英国,Belfast,贝尔法斯特,,,Northern Ireland,北爱尔兰
P2124,northern ireland-river foyle(lisahally),福伊尔河,55.05,-7.266667,Port,GB,United Kingdom,英国,Culmore,Culmore,,,Derry and Strabane,Derry and Strabane
P2840,ireland-galway,戈尔韦,53.266666,-9.05,Port,IE,Ireland,爱尔兰,Galway,戈尔韦,,,County Galway,戈尔韦郡
P2383,ireland-river shannon(tarbert island),香农河,52.583332,-9.35,Port,IE,Ireland,爱尔兰,Kilrush,Kilrush,,,County Clare,克莱尔郡
P2915,ireland-cobh,科夫,51.85,-8.3,Port,IE,Ireland,爱尔兰,Cobh,安科芙,,,County Cork,科克郡
P2899,england-plymouth(devonport),普利茅斯,50.366665,-4.1833334,Port,GB,United Kingdom,英国,Torpoint,Torpoint,,,Cornwall,康沃尔郡
P2280,england-portland,波特兰,50.566666,-2.4333334,Port,GB,United Kingdom,英国,Fortuneswell,Fortuneswell,,,Dorset,Dorset
P2928,england-southampton,南安普敦,50.883335,-1.4,Port,GB,United Kingdom,英国,Southampton,南安普敦,,,Southampton,南安普敦
P2796,england-portsmouth,朴次茅斯,50.8,-1.1166667,Port,GB,United Kingdom,英国,Gosport-tide,戈斯波特,,,Hampshire,汉普郡
P2156,england-shoreham,肖勒姆,50.833332,-0.25,Port,GB,United Kingdom,英国,South East England,东南英格兰,,,England,英格兰
P2754,belgium-antwerp,安特卫普,51.35,4.233333,Port,BE,Belgium,比利时,Antwerp,安特卫普省,,,Flemish Region,弗拉芒大区
P2160,netherlands-vlissingen(flushing),弗利辛恩,51.45,3.6,Port,NL,Netherlands,荷兰,Vlissingen,弗利辛恩,,,Zeeland,泽兰省
P2330,netherlands-hoek van holland,荷兰角,51.983334,4.116667,Port,NL,Netherlands,荷兰,Hoek van Holland,荷蘭角港,,,South Holland,南荷兰省
P2265,germany-wilhelmshaven,威廉港,53.516666,8.15,Port,DE,Germany,德国,Wilhelmshaven,Wilhelmshaven,,,Lower Saxony,下萨克森
P2175,germany-cuxhaven,库克斯港,53.866665,8.716666,Port,DE,Germany,德国,Cuxhaven,库克斯港县,,,Lower Saxony,下萨克森
P2837,germany-helgoland,黑尔戈兰,54.183334,7.883333,Port,DE,Germany,德国,Pinneberg,Pinneberg,,,Schleswig-Holstein,石勒苏益格-荷尔斯泰因
P2622,denmark-esbjerg,埃斯比约,55.466667,8.45,Port,DK,Denmark,丹麦,Esbjerg Municipality,Esbjerg Municipality,,,Region of Southern Denmark,Region of Southern Denmark
P2421,norway-bergen,卑尔根,60.4,5.3,Port,NO,Norway,挪威,Bergen,卑尔根,,,Hordaland,Hordaland
P2957,norway-trondheim,特隆赫姆,63.433334,10.433333,Port,NO,Norway,挪威,Trondheim Municipality,Trondheim Municipality,,,Trøndelag,特伦德拉格
P2178,norway-rorvik,勒尔维克,64.86667,11.25,Port,NO,Norway,挪威,Vikna,维克纳,,,Trøndelag,特伦德拉格
P2691,norway-narvik,纳尔维克,68.433334,17.416666,Port,NO,Norway,挪威,Narvik,纳尔维克,,,Nordland,Nordland
P2441,russia -yekaterininskiy(kolskiy zaliv),叶卡捷琳宁斯基,69.2,33.466667,Port,RU,Russia,俄罗斯,Polyarnyy,波利亚尔内,,,Murmansk,摩尔曼斯克州
P2797,russia -port of kem ,凯姆港,64.98333,34.783333,Port,RU,Russia,俄罗斯,Rabochyeostrovsk,Rabochyeostrovsk,,,Kareliya,卡累利阿共和国
P2209,iceland-reykjavik,雷克雅未克,64.15,-21.933332,Port,IS,Iceland,冰岛,Reykjavik,雷克雅维克,,,Greater Reykjavik,大雷克雅未克区
P2524,malvinas (falkland) islands-puerto argentina,阿根廷港,-51.683334,-57.866665,Port,FK,Falkland Islands,福克兰群岛,Stanley,阿根廷港,,,Falkland Islands,福克兰群岛
P2746,chile-cape horn(orange bay),合恩角-奥兰治湾,-55.516666,-68.083336,Port,CL,Chile,智利,Antártica Chilena Province,Antártica Chilena Province,,,Magellan and the Chilean Antarctic Region,Magellan and the Chilean Antarctic Region
P2112,argentina-punta loyola,洛约拉角,-51.6,-69.01667,Port,AR,Argentina,阿根廷,Río Gallegos,Río Gallegos,,,Santa Cruz Province,Santa Cruz Province
P2266,argentina-puerto madryn,马德林港,-42.766666,-65.03333,Port,AR,Argentina,阿根廷,Puerto Madryn,马德林港,,,Chubut,丘布特省
P2586,argentina-puerto belgrano,贝尔格拉诺港,-38.9,-62.1,Port,AR,Argentina,阿根廷,Coronel Rosales,Coronel Rosales,,,Province of Buenos Aires,Province of Buenos Aires
P2875,argentina-buenos aires,布宜诺斯艾利斯,-34.566666,-58.383335,Port,AR,Argentina,阿根廷,Retiro,Retiro,,,Buenos Aires - Capital Federal,布宜诺斯艾利斯
P2125,brazil-santos,桑托斯,-23.95,-46.316666,Port,BR,Brazil,巴西,Santos,桑托斯,,,São Paulo,圣保罗州
P2901,brazil-rio de janeiro,里约热内卢,-22.9,-43.166668,Port,BR,Brazil,巴西,Rio de Janeiro,里约热内卢,,,Rio de Janeiro,里约热内卢州
P2902,brazil-recife,累西腓,-8.05,-34.866665,Port,BR,Brazil,巴西,Recife,Recife,,,Pernambuco,Pernambuco
P2936,frence guiana-iles du salut,萨吕群岛,5.2833333,-52.583332,Port,FR,France,法国,arrondissement of Cayenne,arrondissement of Cayenne,,,French Guiana,法属圭亚那
P2770,surinam-suriname rivier entrance,苏里南河口,6,-55.233334,Port,SR,Suriname,苏里南,Paramaribo,Paramaribo,,,Paramaribo District,帕拉马里博区
P2491,guyana-georgetown,乔治敦,6.8333335,-58.166668,Port,GY,Guyana,圭亚那,Georgetown,乔治敦,,,Demerara-Mahaica,德梅拉拉-马海卡区
P2184,venezuela-punta gorda,蓬塔戈尔达,10.166667,-62.633335,Port,VE,Venezuela,委内瑞拉,Pedernales,Pedernales,,,Delta Amacuro,阿马库罗三角洲州
P2166,trinidad-port of spain,西班牙港,10.65,-61.516666,Port,TT,Trinidad and Tobago,特立尼达和多巴哥,port-tide of Spain,port-tide of Spain,,,port-tide of Spain,port-tide of Spain
